word,score,wordCount,NN_Rank
developers,-2.922525,3,16449
e.e,-2.9228113,2,16450
karo,-2.9228399,1,16451
bracelet,-2.9234464,1,16452
uggs,-2.923588,4,16453
beach,-2.9236598,6,16454
teacher,-2.9248557,40,16455
yulia,-2.9249756,1,16456
stabs,-2.9250245,1,16457
$,-2.925048,55,16458
thinking,-2.9251313,82,16459
fortified,-2.9255695,3,16460
bitch,-2.9256508,75,16461
scientology,-2.9258535,1,16462
sporadic,-2.926226,1,16463
comm,-2.9266195,4,16464
childhood,-2.9267244,7,16465
concered,-2.927119,1,16466
33,-2.9298012,3,16467
effing,-2.9303393,1,16468
"""not",-2.9310303,1,16469
shaking,-2.9311676,8,16470
guarantee,-2.9317782,2,16471
retirement,-2.9322526,8,16472
profile,-2.9323156,8,16473
adt,-2.9323192,1,16474
allah,-2.9327955,4,16475
ll,-2.9328425,10,16476
horsey,-2.9332657,1,16477
buying,-2.9336817,27,16478
38,-2.9337337,6,16479
greatday,-2.9340553,1,16480
kipling,-2.9341207,1,16481
religion,-2.9343326,14,16482
groups,-2.9345298,1,16483
selfishness,-2.9348931,1,16484
bipolar,-2.9351513,5,16485
womb,-2.9355476,1,16486
spoke,-2.9356003,2,16487
sat,-2.9356635,24,16488
cemetery,-2.9359195,3,16489
inside,-2.9359493,52,16490
jitters,-2.9365437,1,16491
slice,-2.9366527,6,16492
strictly,-2.9368482,15,16493
away,-2.937719,197,16494
crashing,-2.9380753,5,16495
‘,-2.9380832,5,16496
geek,-2.9382613,1,16497
tire,-2.9386063,4,16498
fella,-2.9386475,2,16499
like,-2.9391098,944,16500
mentioning,-2.9393718,1,16501
kitten,-2.939583,5,16502
tiffany,-2.939796,1,16503
steps,-2.9398124,10,16504
excuse,-2.9402933,28,16505
word,-2.941154,84,16506
defended,-2.942458,1,16507
venus,-2.9432554,1,16508
awwwww,-2.9433973,2,16509
randomest,-2.9446774,1,16510
demolishing,-2.945111,1,16511
1s,-2.945416,1,16512
awkard,-2.9455845,1,16513
itz,-2.9456096,4,16514
strips,-2.9460673,1,16515
pictures,-2.9465587,52,16516
complicity,-2.9467874,1,16517
fun,-2.9468405,133,16518
heartache,-2.9478362,7,16519
agencies,-2.9478784,1,16520
scolding,-2.9480066,1,16521
agreed,-2.9487164,11,16522
contestants,-2.9495358,1,16523
arena,-2.95004,1,16524
reached,-2.950046,4,16525
bye,-2.9502022,32,16526
fantasyfootball,-2.9502432,2,16527
shot,-2.9502687,25,16528
calculator,-2.9503691,3,16529
puke,-2.9506624,5,16530
libs,-2.9517925,1,16531
hire,-2.952346,1,16532
oven,-2.953359,7,16533
unproven,-2.9534006,1,16534
ago,-2.9537065,80,16535
nb,-2.954606,2,16536
avoiding,-2.9548128,5,16537
hysterical,-2.9554787,1,16538
name,-2.9555879,78,16539
loyal,-2.9559114,2,16540
performance,-2.956136,13,16541
battery,-2.9562075,6,16542
underneath,-2.956868,6,16543
strange,-2.9569557,7,16544
overnighter,-2.956992,1,16545
yung,-2.9572096,1,16546
prompted,-2.9577103,1,16547
treasuries,-2.9590087,1,16548
dunked,-2.9594622,5,16549
worthit,-2.9595125,1,16550
immediately,-2.959638,6,16551
revealed,-2.9601963,2,16552
high,-2.9606092,81,16553
belize,-2.9613292,1,16554
lool,-2.961384,7,16555
downloads,-2.961413,2,16556
wl,-2.9619677,1,16557
phrase,-2.9625623,5,16558
anyone,-2.9625683,83,16559
escaping,-2.963218,1,16560
bids,-2.9633586,1,16561
baffled,-2.9653504,1,16562
sacrificed,-2.965462,16,16563
images,-2.9658675,2,16564
nelson,-2.965946,1,16565
bel,-2.9664772,2,16566
evidently,-2.9666357,2,16567
hopkins,-2.9669025,2,16568
generation,-2.967202,2,16569
mo,-2.9672065,8,16570
customs,-2.9685724,1,16571
turned,-2.9685972,30,16572
batteries,-2.9692345,2,16573
mysterious,-2.9693499,2,16574
wa,-2.9694204,1,16575
eyebrows,-2.969528,3,16576
jones,-2.9696531,3,16577
—,-2.9702585,4,16578
dress,-2.971325,31,16579
artists,-2.9714973,9,16580
14th,-2.971821,4,16581
tinkered,-2.9720862,1,16582
mtn,-2.97251,1,16583
cannibalism,-2.9727318,2,16584
jonathan,-2.973316,1,16585
ana,-2.9738538,4,16586
amys,-2.9748142,1,16587
gandalf,-2.9748702,1,16588
solid,-2.9765968,13,16589
naaah,-2.9769137,1,16590
cop,-2.9770062,7,16591
shirley,-2.9772239,1,16592
japan,-2.9780002,5,16593
achingly,-2.978079,1,16594
nonsensical,-2.978262,1,16595
historical,-2.9796038,1,16596
gianni,-2.9796412,1,16597
bugged,-2.9796598,1,16598
crotch,-2.979689,2,16599
healthy,-2.9812107,11,16600
luv,-2.9816926,10,16601
tomm,-2.982116,2,16602
merthyr,-2.9830883,1,16603
terrrible,-2.9835553,1,16604
puppet,-2.985012,3,16605
knocked,-2.985045,7,16606
3hr,-2.9858415,1,16607
bosch,-2.985942,1,16608
needle,-2.9861786,2,16609
dad,-2.9863508,122,16610
tshirt,-2.9867578,1,16611
se,-2.9868522,1,16612
smoothed,-2.9868839,1,16613
tommy,-2.987314,3,16614
booted,-2.9882166,1,16615
y',-2.9882917,25,16616
chandler,-2.9894915,1,16617
february,-2.9899976,5,16618
adjectives,-2.9900918,1,16619
eventually,-2.9903033,11,16620
treats,-2.990475,4,16621
scams,-2.9909747,1,16622
replaced,-2.9914372,5,16623
except,-2.9922485,16,16624
05,-2.9926536,1,16625
canon,-2.9929228,1,16626
somebody,-2.9930012,18,16627
exes,-2.9930542,1,16628
dost,-2.993108,1,16629
motel,-2.995194,1,16630
egghead,-2.9953089,1,16631
recon,-2.995356,1,16632
board,-2.9961169,12,16633
veggies,-2.9963326,2,16634
yah,-2.9963605,4,16635
?â€,-2.9964569,1,16636
spotify,-2.9965801,2,16637
1992,-2.9973752,1,16638
heck,-2.9975853,5,16639
timmy,-2.9976046,2,16640
protips,-2.9977953,1,16641
dandruff,-2.998982,2,16642
knocks,-2.9993184,2,16643
langa,-2.9995823,1,16644
>,-2.999891,112,16645
rover,-3.0004797,2,16646
jailbroke,-3.0006607,1,16647
moles,-3.0007954,2,16648
erasers,-3.001296,1,16649
%,-3.0013618,84,16650
meat,-3.0013876,12,16651
melancholic,-3.0014215,1,16652
yur,-3.0018451,3,16653
bark,-3.0020146,2,16654
surreal,-3.0021262,1,16655
middlesex,-3.0021572,1,16656
lar,-3.0022557,1,16657
sneezed,-3.0028064,1,16658
tidal,-3.0028205,1,16659
egyptians,-3.0028465,1,16660
dessert,-3.003284,7,16661
¿,-3.0038154,1,16662
vincent,-3.0050619,1,16663
father,-3.0051332,41,16664
dalys,-3.005158,1,16665
erotic,-3.00583,1,16666
apologizing,-3.0059226,1,16667
presidency,-3.0068383,1,16668
dodo,-3.007931,1,16669
paddy,-3.00795,1,16670
gradually,-3.0080683,1,16671
2005,-3.0083802,1,16672
something,-3.0084014,201,16673
groped,-3.0089273,1,16674
rita,-3.009239,2,16675
shake,-3.0094583,4,16676
boozin,-3.0132246,1,16677
farts,-3.0132637,3,16678
ths,-3.0142422,2,16679
dame,-3.0145063,1,16680
efforts,-3.0147407,4,16681
midwood,-3.0153415,1,16682
're,-3.0154943,309,16683
cident,-3.0157678,1,16684
effin,-3.016279,4,16685
litteraly,-3.0166984,1,16686
gojng,-3.017268,1,16687
inhaler,-3.0176077,1,16688
8.2,-3.0186687,1,16689
leaves,-3.0187511,20,16690
minds,-3.0189385,6,16691
pan,-3.0195127,4,16692
abide,-3.0202594,4,16693
gtg,-3.0206714,1,16694
scandal,-3.0215719,2,16695
tuned,-3.0216908,6,16696
jo,-3.0217369,2,16697
ballin,-3.021785,2,16698
cries,-3.0224178,6,16699
bridgeport,-3.0230274,1,16700
kau,-3.0234637,1,16701
bad,-3.023556,202,16702
doin,-3.02417,7,16703
balance,-3.0244694,11,16704
wreath,-3.0249224,3,16705
apart,-3.0249875,9,16706
ideology,-3.025159,1,16707
essex,-3.025565,1,16708
discretion,-3.0258,1,16709
goaway,-3.0262225,1,16710
pinkberry,-3.0262246,1,16711
dig,-3.0263216,4,16712
engulf,-3.0265884,1,16713
cheerleading,-3.0269222,2,16714
chi,-3.027381,4,16715
crawling,-3.027388,3,16716
abu,-3.0277731,3,16717
launched,-3.027814,1,16718
ew,-3.0279355,13,16719
drills,-3.0285707,2,16720
general,-3.0287914,7,16721
lifeguard,-3.0288105,3,16722
plowed,-3.0288126,1,16723
him,-3.0288203,243,16724
mari,-3.0288615,1,16725
ginn,-3.0292902,3,16726
civil,-3.030017,2,16727
toc,-3.0302365,1,16728
collab,-3.0304513,1,16729
build,-3.0305028,22,16730
ordinary,-3.0311031,2,16731
stock,-3.031302,3,16732
doubled,-3.0313892,1,16733
jeremy,-3.0316596,2,16734
gorilla,-3.031687,1,16735
ferdinand,-3.0320814,3,16736
biddies,-3.0322254,1,16737
callin,-3.0326803,4,16738
inspections,-3.0328875,1,16739
chrome,-3.032923,1,16740
powerful,-3.033205,11,16741
peado,-3.0339458,3,16742
clenching,-3.0347824,1,16743
haircut,-3.0353663,14,16744
retake,-3.03568,3,16745
return,-3.0358574,23,16746
evolved,-3.0364268,1,16747
instance,-3.0368207,2,16748
depth,-3.0368354,3,16749
smudged,-3.0371025,3,16750
woden,-3.0371556,1,16751
ditching,-3.0375423,1,16752
lag,-3.0376284,2,16753
41,-3.037633,4,16754
midget,-3.0378275,1,16755
bores,-3.0379236,1,16756
rte,-3.038749,1,16757
motherfucker,-3.0390074,2,16758
conduct,-3.0390508,3,16759
salts,-3.0391948,1,16760
50000,-3.0395894,2,16761
intimate,-3.039983,2,16762
optimistic,-3.040045,1,16763
boring,-3.040641,28,16764
riveting,-3.040667,1,16765
asking,-3.0408525,8,16766
dominance,-3.0413995,1,16767
leader,-3.0415037,8,16768
coz,-3.0427258,9,16769
valuable,-3.0430846,1,16770
brighton,-3.0437677,3,16771
cache,-3.0440807,1,16772
medications,-3.0441144,1,16773
request,-3.04459,6,16774
winch,-3.044742,1,16775
negativity,-3.0449688,7,16776
trip,-3.0458639,59,16777
meadow,-3.0472279,1,16778
inflamed,-3.0475864,1,16779
seem,-3.047654,21,16780
thirsty,-3.0479345,5,16781
puppy,-3.0480778,18,16782
ara,-3.048885,1,16783
inundated,-3.0493486,1,16784
toasted,-3.0496178,2,16785
investing,-3.0496583,1,16786
sofia,-3.0500736,1,16787
sends,-3.0501122,15,16788
cabin,-3.0502503,2,16789
anything,-3.051311,93,16790
smellin,-3.0514977,1,16791
band,-3.0515988,27,16792
pretext,-3.0525389,1,16793
sucka,-3.0526416,2,16794
stalled,-3.0529113,1,16795
automatically,-3.0532575,3,16796
stein,-3.0533698,2,16797
hideous,-3.0545094,1,16798
vet,-3.0548606,3,16799
herself,-3.0549855,2,16800
wearhouse,-3.0554461,1,16801
barbican,-3.0555453,2,16802
worse,-3.055708,66,16803
dating,-3.0567403,4,16804
jillion,-3.057056,1,16805
behind,-3.0573602,34,16806
pediatricians,-3.0574045,1,16807
owe,-3.0579004,3,16808
leap,-3.0579402,7,16809
casa,-3.0581234,5,16810
-d,-3.0582156,11,16811
karen,-3.0584147,2,16812
adult,-3.0584671,9,16813
rhetoric,-3.058786,1,16814
login,-3.0591314,2,16815
pushin,-3.0596142,3,16816
understanding,-3.060093,17,16817
nmy,-3.0601575,1,16818
downs,-3.0612872,1,16819
concerned,-3.0625813,6,16820
may,-3.0626616,140,16821
judah,-3.0638144,23,16822
correlated,-3.0639167,1,16823
quarters,-3.064664,1,16824
chopra,-3.0649395,2,16825
before,-3.0655525,205,16826
photo,-3.065553,12,16827
saks,-3.0661905,1,16828
harold,-3.0663736,1,16829
meeee,-3.066377,3,16830
situation,-3.06654,22,16831
cardinal,-3.0665908,1,16832
stink,-3.0666394,2,16833
outift,-3.0667505,1,16834
kiss,-3.066796,17,16835
disconnected,-3.066916,1,16836
aaa,-3.0672448,2,16837
humped,-3.0685785,1,16838
punch,-3.0687764,18,16839
j8,-3.0689495,2,16840
nearest,-3.069174,2,16841
loud,-3.0692248,38,16842
22nd,-3.0698216,2,16843
erica,-3.0707874,1,16844
halloween,-3.0711317,3,16845
aware,-3.0711386,14,16846
ahahaha,-3.0714436,2,16847
<,-3.0715187,96,16848
speaker,-3.0718188,4,16849
definition,-3.0719452,5,16850
muppet,-3.0722046,7,16851
huge,-3.0724273,41,16852
reader,-3.0725682,3,16853
housing,-3.0725968,1,16854
smyrna,-3.0727232,2,16855
equipment,-3.0728931,2,16856
names,-3.0731366,7,16857
cloaks,-3.0732198,1,16858
part,-3.0740821,89,16859
jain,-3.0741537,1,16860
twi,-3.0744889,1,16861
ride,-3.0748239,51,16862
hidden,-3.0748527,4,16863
veggie,-3.0753808,3,16864
lipstick,-3.0754695,2,16865
jst,-3.0761576,2,16866
eve,-3.0762646,14,16867
oi,-3.076927,2,16868
fullon,-3.0770743,1,16869
hime,-3.0770772,1,16870
mediocrity,-3.0774174,1,16871
faisal,-3.0779634,1,16872
eeeeeeeee,-3.078035,1,16873
haa,-3.0781517,2,16874
national,-3.0782092,13,16875
toilets,-3.078954,1,16876
intelligent,-3.0793157,1,16877
heist,-3.0795307,1,16878
dsu,-3.0796065,1,16879
rises,-3.0796793,6,16880
short,-3.080189,30,16881
concern,-3.0802512,4,16882
changeable,-3.0802872,2,16883
forgave,-3.0808234,1,16884
babydoll,-3.0814764,3,16885
screenings,-3.0816162,1,16886
spotted,-3.0818605,3,16887
box,-3.0820017,38,16888
lowest,-3.082305,2,16889
blackbird,-3.0825958,1,16890
deep,-3.0826757,30,16891
parent,-3.0831766,11,16892
oxygen,-3.0833895,1,16893
suzanne,-3.0834599,1,16894
chili,-3.0835137,6,16895
weakness,-3.0843973,4,16896
jux,-3.0847259,1,16897
¡âœ¿*â¨*â€¢.â¸â¸âœ¿ï½¡â,-3.0849407,1,16898
dalton,-3.084985,1,16899
fired,-3.0852737,5,16900
retrieve,-3.085769,2,16901
worth,-3.0859191,70,16902
married,-3.0860894,14,16903
leather,-3.0865886,4,16904
hospitals,-3.0870092,1,16905
12,-3.0872118,80,16906
private,-3.087234,5,16907
key,-3.0877013,12,16908
workout,-3.0877974,16,16909
watch,-3.0879238,184,16910
nutella,-3.0879917,1,16911
suddenly,-3.088182,8,16912
ironic,-3.0882056,3,16913
landlord,-3.089544,3,16914
yee,-3.089921,6,16915
snoopy,-3.0903184,3,16916
alive,-3.0903232,24,16917
teevee,-3.091869,1,16918
sheffield,-3.0923767,1,16919
218,-3.0933485,1,16920
oprah,-3.0934317,1,16921
unlike,-3.093459,3,16922
dnd,-3.0943198,1,16923
designed,-3.0943232,1,16924
infiltration,-3.094355,4,16925
boooooooo,-3.0945275,1,16926
adventure,-3.096804,4,16927
crops,-3.097556,1,16928
backside,-3.0984178,1,16929
blasted,-3.0989928,1,16930
thay,-3.0990396,3,16931
strategically,-3.0997586,2,16932
rainy,-3.0997837,15,16933
std,-3.0999563,1,16934
skipped,-3.1002417,1,16935
descend,-3.1006978,1,16936
lace,-3.1010084,4,16937
barry,-3.1015904,1,16938
basket,-3.1015918,2,16939
snapping,-3.1017253,1,16940
wiz,-3.1028352,2,16941
bgt,-3.1034853,1,16942
underlying,-3.1037652,1,16943
franchises,-3.103797,1,16944
storage,-3.1039796,2,16945
mountains,-3.1045585,1,16946
feminine,-3.1053555,1,16947
grades,-3.1054223,2,16948
juniors,-3.1056821,1,16949
blow,-3.1064196,11,16950
stoppin,-3.1080549,1,16951
pbs,-3.1082098,1,16952
mv,-3.108695,2,16953
hope,-3.1089191,190,16954
powderpuff,-3.109313,1,16955
acts,-3.1098785,11,16956
significantly,-3.1108186,2,16957
#bored,-3.1109405,1,16958
2.5,-3.1109476,3,16959
vomit,-3.1111515,4,16960
tactics,-3.1114295,3,16961
someones,-3.111554,6,16962
carey,-3.1116092,2,16963
buffet,-3.111767,1,16964
gnite,-3.111862,1,16965
will,-3.1123445,718,16966
coon,-3.1123955,2,16967
mags,-3.1126678,1,16968
rioters,-3.1131654,1,16969
land,-3.1139362,21,16970
backseat,-3.1143064,1,16971
narrowly,-3.1147172,1,16972
promised,-3.1148415,6,16973
loove,-3.1149898,2,16974
wheels,-3.1152744,1,16975
lama,-3.1157415,1,16976
jacket,-3.1159124,7,16977
naija,-3.116784,2,16978
fustrated,-3.117209,1,16979
pluck,-3.1174014,2,16980
price,-3.1174986,8,16981
preppies,-3.1175091,1,16982
immune,-3.1179998,1,16983
le,-3.11809,7,16984
marc,-3.1182268,2,16985
outta,-3.118306,19,16986
hoopty,-3.1191342,1,16987
fil,-3.1193042,5,16988
limitations,-3.1193242,1,16989
tyvm,-3.1194863,1,16990
piece,-3.119588,30,16991
changed,-3.1201036,22,16992
reek,-3.1205614,1,16993
unless,-3.1205823,8,16994
sc,-3.120585,3,16995
consumed,-3.1211772,5,16996
anytime,-3.1216497,14,16997
dickriders,-3.1216526,1,16998
winchesters,-3.1217735,1,16999
assimilated,-3.122071,1,17000
afro,-3.1223974,1,17001
adolf,-3.122527,1,17002
paradoxically,-3.1237392,1,17003
going,-3.1240954,638,17004
vicinity,-3.1245093,2,17005
brushes,-3.124723,1,17006
tumblr,-3.1248755,4,17007
battlefront,-3.1249514,1,17008
generate,-3.1254697,3,17009
regarding,-3.1255739,3,17010
temptation,-3.1262195,1,17011
throwing,-3.1267164,14,17012
pills,-3.127155,3,17013
sport,-3.1275208,4,17014
damp,-3.1295004,1,17015
observations,-3.1301243,1,17016
cornbread,-3.130158,4,17017
said,-3.1306643,110,17018
scenery,-3.1311743,2,17019
anne,-3.1315615,4,17020
forced,-3.1316903,16,17021
ia,-3.1317396,1,17022
24,-3.1320097,16,17023
approaching,-3.1322613,1,17024
lifelong,-3.132818,2,17025
lulz,-3.1333776,2,17026
disagree,-3.1336503,1,17027
backup,-3.133724,2,17028
collar,-3.1338246,1,17029
artist,-3.1344202,6,17030
gatorade,-3.1346858,1,17031
buildings,-3.1351783,1,17032
edmond,-3.1363516,1,17033
rockers,-3.1364875,1,17034
ino,-3.1368873,1,17035
conservation,-3.136903,1,17036
85,-3.1374445,1,17037
please,-3.1380656,107,17038
passing,-3.1380732,10,17039
nosy,-3.1383145,2,17040
cops,-3.1390672,10,17041
shelter,-3.1391773,8,17042
glue,-3.1394296,1,17043
image,-3.139471,2,17044
coincidence,-3.1412482,2,17045
prince,-3.1412783,11,17046
amas,-3.1413305,2,17047
blink,-3.1413374,1,17048
okok,-3.1417806,1,17049
revert,-3.141901,2,17050
birthdays,-3.1420693,1,17051
august,-3.1423037,7,17052
triflin,-3.1423469,2,17053
deserve,-3.1425662,13,17054
wellllll,-3.1428275,1,17055
ballou,-3.143077,1,17056
#impatient,-3.143116,1,17057
camp,-3.1441789,10,17058
rp,-3.1443686,1,17059
bldg,-3.144431,1,17060
nearby,-3.1445174,1,17061
undergrad,-3.144653,1,17062
ridiculous,-3.145502,16,17063
booze,-3.1455874,4,17064
soaps,-3.1460185,2,17065
',-3.146357,366,17066
growing,-3.1473851,14,17067
mani,-3.1473897,1,17068
conclusion,-3.1475086,4,17069
used,-3.148347,54,17070
rola,-3.1485903,1,17071
affection,-3.1487966,2,17072
treatable,-3.1489587,1,17073
seats,-3.1492634,4,17074
bones,-3.149441,5,17075
wet,-3.1497622,17,17076
announces,-3.149855,1,17077
estate,-3.151355,4,17078
remain,-3.152114,3,17079
booming,-3.1523027,3,17080
exon,-3.1526835,1,17081
demerit,-3.1529408,1,17082
devs,-3.1534886,1,17083
toy,-3.153501,12,17084
krave,-3.1539302,1,17085
grind,-3.1540415,7,17086
postin,-3.1548495,1,17087
fricken,-3.1550395,1,17088
steals,-3.1552079,2,17089
oath,-3.1562076,1,17090
assigns,-3.156844,1,17091
ti,-3.1571398,3,17092
44,-3.1576734,1,17093
hunt,-3.1577613,2,17094
iq,-3.1580215,3,17095
snazzy,-3.1583962,1,17096
pops,-3.1590295,3,17097
volunteered,-3.1591501,3,17098
sarah,-3.159843,10,17099
reversing,-3.160681,2,17100
constraint,-3.1607108,1,17101
haggard,-3.1610487,1,17102
getty,-3.1614738,1,17103
gum,-3.1615684,8,17104
francis,-3.1616147,1,17105
buzz,-3.1616766,4,17106
judges,-3.1625745,4,17107
physical,-3.1625848,12,17108
gone,-3.1629233,85,17109
earliest,-3.1633837,7,17110
fanfictions,-3.1634042,1,17111
impact,-3.1634939,6,17112
lady,-3.163589,31,17113
criminal,-3.163918,3,17114
byy,-3.1643102,1,17115
camps,-3.1645832,1,17116
buggie,-3.1655433,3,17117
loveee,-3.1657913,1,17118
catcher,-3.1659167,1,17119
listen,-3.1662204,65,17120
home,-3.1663604,542,17121
effects,-3.1671803,5,17122
nabbed,-3.1678083,1,17123
factory,-3.168013,3,17124
fried,-3.1680193,7,17125
redid,-3.1680481,1,17126
oreos,-3.1685486,3,17127
account,-3.169169,23,17128
depends,-3.1693094,6,17129
cutie,-3.169813,3,17130
shait,-3.1699796,1,17131
barfs,-3.1706338,1,17132
42,-3.171367,1,17133
cave,-3.17177,3,17134
remember,-3.172242,122,17135
databases,-3.173022,1,17136
allot,-3.1730714,1,17137
direction,-3.1738968,7,17138
stairs,-3.1746025,18,17139
swear,-3.1751952,34,17140
#fml,-3.1762452,1,17141
cain,-3.1765344,2,17142
victoria,-3.1769814,9,17143
pummeled,-3.1773813,1,17144
observation,-3.1774368,2,17145
anywhere,-3.1780207,13,17146
someone,-3.178484,256,17147
4s,-3.1792045,2,17148
sweatshirt,-3.17953,1,17149
scratched,-3.180297,2,17150
oilers,-3.1805084,1,17151
bolted,-3.18057,1,17152
panties,-3.1806035,3,17153
needs,-3.1819336,46,17154
stores,-3.1826456,7,17155
collins,-3.182685,2,17156
2006,-3.1830072,2,17157
older,-3.1833043,14,17158
paced,-3.1839356,1,17159
straight,-3.1841059,56,17160
congratulations,-3.184836,3,17161
delayed,-3.1849298,14,17162
savvy,-3.1850708,1,17163
deserved,-3.1860008,3,17164
series,-3.1862426,20,17165
title,-3.1870627,5,17166
bastard,-3.1873002,7,17167
struggle,-3.187618,5,17168
lease,-3.1886342,1,17169
how,-3.189158,486,17170
yr,-3.189734,23,17171
quill,-3.189878,2,17172
adrianna,-3.190109,1,17173
halls,-3.1901236,3,17174
ughhhhh,-3.1903605,4,17175
boobs,-3.1917706,4,17176
strap,-3.193643,3,17177
daddy,-3.193752,20,17178
condoms,-3.193854,1,17179
maintains,-3.1941667,1,17180
lik,-3.1953127,2,17181
ground,-3.1954932,14,17182
since,-3.1957192,146,17183
hah,-3.1959298,3,17184
revolutions,-3.1961,1,17185
98,-3.1961823,1,17186
downloaded,-3.1968975,4,17187
jun,-3.1972213,1,17188
venue,-3.1974754,2,17189
6.72,-3.1977465,1,17190
chemistry,-3.198048,16,17191
watershed,-3.1983962,1,17192
retreats,-3.1991208,1,17193
tour,-3.1994586,15,17194
uptight,-3.1997833,1,17195
shoebox,-3.2001436,2,17196
boat,-3.2005398,2,17197
omw,-3.2010386,6,17198
stroked,-3.201296,1,17199
gatecrashing,-3.2013354,1,17200
current,-3.201679,4,17201
eugh,-3.2017515,1,17202
effort,-3.2019062,26,17203
deed,-3.2024584,3,17204
asked,-3.2030396,35,17205
2012,-3.2034466,27,17206
mans,-3.2038262,2,17207
seriously,-3.2041311,64,17208
store,-3.2054038,36,17209
saudi,-3.2055225,3,17210
marke,-3.205737,1,17211
cc,-3.2057707,8,17212
crafted,-3.205923,3,17213
dee,-3.2059455,2,17214
quietly,-3.206303,1,17215
sober,-3.2066884,11,17216
solitude,-3.2074904,1,17217
previously,-3.2074986,4,17218
palace,-3.2075367,2,17219
cases,-3.2082376,6,17220
silently,-3.2087994,3,17221
cauld,-3.2088563,1,17222
jamie,-3.2089732,1,17223
hahahaha,-3.2093577,14,17224
pets,-3.2095375,2,17225
uses,-3.20966,5,17226
from,-3.210391,722,17227
sloppy,-3.2126706,1,17228
myth,-3.21276,3,17229
mcdo,-3.2135248,3,17230
hanna,-3.2137647,1,17231
demon,-3.2137697,2,17232
threesome,-3.21412,1,17233
playlists,-3.2142835,1,17234
shown,-3.21527,4,17235
jakob,-3.2153773,1,17236
gees,-3.2155638,1,17237
possibly,-3.216316,11,17238
infront,-3.2166598,4,17239
come,-3.216719,240,17240
79.5,-3.216988,1,17241
shazam,-3.2170727,1,17242
obviously,-3.2171767,10,17243
downsize,-3.2173123,1,17244
juggernaut,-3.2179213,1,17245
dead,-3.2180784,51,17246
upcoming,-3.2188444,4,17247
pitch,-3.2202363,3,17248
screaming,-3.2205162,22,17249
tummies,-3.2206087,2,17250
strategy,-3.2207272,2,17251
doubt,-3.2210243,12,17252
ep,-3.2215312,8,17253
bass,-3.2217584,4,17254
larger,-3.2220457,2,17255
everytime,-3.2222023,22,17256
offff,-3.2222984,1,17257
beggars,-3.2227843,1,17258
deposit,-3.223207,1,17259
jackass,-3.2234585,1,17260
poodle,-3.2239819,2,17261
sometimes,-3.225409,71,17262
neutral,-3.2262676,3,17263
stankin,-3.226378,1,17264
location,-3.2270248,8,17265
rivalry,-3.2275367,2,17266
interprets,-3.2276032,2,17267
(,-3.2283514,346,17268
dysfunctional,-3.2289658,2,17269
makes,-3.229333,176,17270
spandex,-3.229519,1,17271
insurance,-3.229654,11,17272
k.d,-3.2297347,1,17273
it'll,-3.2304423,1,17274
ugg,-3.230527,3,17275
successful,-3.2307353,14,17276
access,-3.2313793,10,17277
creates,-3.2327332,1,17278
mj,-3.2331436,2,17279
compensate,-3.2331698,1,17280
delay,-3.2336848,6,17281
whites,-3.2337418,1,17282
nothingness,-3.2339814,2,17283
poptarts,-3.2343497,1,17284
binge,-3.2353928,2,17285
toss,-3.2356606,1,17286
built,-3.2357855,4,17287
panthers,-3.2358997,1,17288
reporting,-3.2363546,1,17289
impossible,-3.2367435,12,17290
opposite,-3.2370632,6,17291
schoolers,-3.2371986,2,17292
froze,-3.237444,1,17293
13th,-3.2376988,1,17294
sensor,-3.238852,1,17295
lax,-3.2389436,4,17296
plural,-3.2391794,1,17297
yucky,-3.2399428,2,17298
comes,-3.2401164,111,17299
dvds,-3.2403324,4,17300
astronomical,-3.2403934,1,17301
mee,-3.2412636,5,17302
mention,-3.2424312,26,17303
twain,-3.2428763,10,17304
fck,-3.2434404,2,17305
comprehension,-3.243451,2,17306
literaly,-3.2436082,1,17307
poppin,-3.244584,1,17308
smarter,-3.2446704,2,17309
link,-3.2450786,11,17310
spencer,-3.2460375,1,17311
amazon,-3.2461061,9,17312
dizzy,-3.2461176,5,17313
lover,-3.2462337,2,17314
turtle,-3.246313,3,17315
blame,-3.246598,9,17316
l0l,-3.2467978,1,17317
wound,-3.247196,2,17318
sugar,-3.2473295,8,17319
originate,-3.2474263,1,17320
@,-3.2475622,43,17321
cheese,-3.24769,19,17322
patients,-3.2481377,1,17323
combos,-3.2485902,1,17324
sneeze,-3.2486382,1,17325
legalizing,-3.2494242,1,17326
lung,-3.2495756,1,17327
poland,-3.2497613,2,17328
last,-3.2514522,404,17329
mint,-3.2519724,1,17330
ily,-3.2525284,1,17331
ruins,-3.252728,5,17332
appeared,-3.2534537,1,17333
mika,-3.2542148,1,17334
dollars,-3.2548432,7,17335
tutorial,-3.2550132,2,17336
attitudes,-3.255276,1,17337
dis,-3.2558398,21,17338
makeover,-3.2561533,4,17339
inhabited,-3.2562437,1,17340
ugh,-3.256704,72,17341
gina,-3.256783,3,17342
sauf,-3.2569702,1,17343
noon,-3.2576196,12,17344
republican,-3.257969,4,17345
symposium,-3.2582707,2,17346
arresting,-3.2585704,1,17347
speakers,-3.2590408,7,17348
attractive,-3.2592545,10,17349
mabey,-3.2603583,1,17350
swift,-3.2604318,9,17351
pursuit,-3.2613404,3,17352
normally,-3.261776,5,17353
moving,-3.2618582,37,17354
todat,-3.2622685,1,17355
