,Word,Value,V.Mean.Sum,,1.2 4.6 3.0
3573,chill,-1.35E-06,5.16,,
3661,crucial,-1.25E-06,5.16,,
3705,prop,-1.20E-06,5.16,,
3728,bid,-1.17E-06,5.16,,
4358,impulse,-2.99E-07,5.16,,
4655,fluorescent,2.33E-07,5.16,,
5231,congregation,2.51E-06,5.16,,
2122,scope,-2.81E-06,5.17,,
2387,holder,-2.54E-06,5.17,,
2517,banner,-2.40E-06,5.17,,
2613,startling,-2.30E-06,5.17,,
2700,overall,-2.23E-06,5.17,,
3377,hammer,-1.56E-06,5.17,,
3398,risk,-1.54E-06,5.17,,
3858,package,-1.03E-06,5.17,,
4900,dramatic,8.80E-07,5.17,,
1003,grade,-4.38E-06,5.18,,
1022,guess,-4.35E-06,5.18,,
1209,case,-4.00E-06,5.18,,
1490,chest,-3.57E-06,5.18,,
1704,pope,-3.29E-06,5.18,,
1926,massive,-3.03E-06,5.18,,
2041,repay,-2.90E-06,5.18,,
2064,secretary,-2.88E-06,5.18,,
2207,staff,-2.71E-06,5.18,,
2427,county,-2.49E-06,5.18,,
2803,internal,-2.12E-06,5.18,,
3172,refer,-1.78E-06,5.18,,
3461,use,-1.47E-06,5.18,,
4007,inform,-8.51E-07,5.18,,
4010,statute,-8.46E-07,5.18,,
4023,borrow,-8.33E-07,5.18,,
4043,editorial,-8.01E-07,5.18,,
4313,compliance,-3.63E-07,5.18,,
4780,depot,5.34E-07,5.18,,
4974,holiness,1.13E-06,5.18,,
5316,conservatory,3.32E-06,5.18,,
462,carrier,-6.10E-06,5.19,,
908,collective,-4.58E-06,5.19,,
1360,frequency,-3.77E-06,5.19,,
1387,stillness,-3.73E-06,5.19,,
1755,dominance,-3.23E-06,5.19,,
2202,outstretched,-2.71E-06,5.19,,
2286,pivotal,-2.63E-06,5.19,,
2466,plume,-2.46E-06,5.19,,
2487,format,-2.44E-06,5.19,,
2881,highway,-2.06E-06,5.19,,
3074,outer,-1.88E-06,5.19,,
3261,polar,-1.68E-06,5.19,,
3856,training,-1.04E-06,5.19,,
4095,gear,-7.32E-07,5.19,,
4412,integral,-2.06E-07,5.19,,
4676,annual,3.01E-07,5.19,,
4733,intensity,4.31E-07,5.19,,
4951,origin,1.08E-06,5.19,,
5203,newsletter,2.30E-06,5.19,,
5364,collaboration,3.93E-06,5.19,,
5409,moat,4.95E-06,5.19,,
5450,entity,9.82E-06,5.19,,
382,echo,-6.56E-06,5.2,,
411,scrambled,-6.34E-06,5.2,,
458,ivory,-6.13E-06,5.2,,
507,economics,-5.86E-06,5.2,,
631,habit,-5.39E-06,5.2,,
839,interpret,-4.75E-06,5.2,,
962,reverse,-4.47E-06,5.2,,
1001,bio,-4.39E-06,5.2,,
1341,religious,-3.79E-06,5.2,,
1920,flesh,-3.03E-06,5.2,,
2386,slot,-2.54E-06,5.2,,
2708,graph,-2.22E-06,5.2,,
3104,stable,-1.85E-06,5.2,,
3465,layer,-1.47E-06,5.2,,
3519,staircase,-1.41E-06,5.2,,
3531,nationwide,-1.39E-06,5.2,,
3682,method,-1.23E-06,5.2,,
4035,conservation,-8.14E-07,5.2,,
4037,remaining,-8.12E-07,5.2,,
4098,medal,-7.30E-07,5.2,,
4243,clan,-4.63E-07,5.2,,
4766,macro,5.00E-07,5.2,,
5098,gloves,1.64E-06,5.2,,
5220,associate,2.43E-06,5.2,,
623,selective,-5.42E-06,5.21,,
683,junction,-5.23E-06,5.21,,
786,closure,-4.91E-06,5.21,,
858,prominent,-4.70E-06,5.21,,
965,shaman,-4.47E-06,5.21,,
1284,conduct,-3.88E-06,5.21,,
1659,region,-3.35E-06,5.21,,
1703,length,-3.29E-06,5.21,,
1923,soil,-3.03E-06,5.21,,
2573,fraction,-2.34E-06,5.21,,
2662,intervene,-2.26E-06,5.21,,
2753,ape,-2.18E-06,5.21,,
2830,cod,-2.10E-06,5.21,,
2930,commerce,-2.01E-06,5.21,,
2972,ceramics,-1.97E-06,5.21,,
3013,op,-1.93E-06,5.21,,
3325,mid,-1.61E-06,5.21,,
3520,merchandise,-1.41E-06,5.21,,
3747,church,-1.15E-06,5.21,,
3898,directory,-9.79E-07,5.21,,
3899,dwelling,-9.79E-07,5.21,,
4196,consist,-5.67E-07,5.21,,
4486,cargo,-6.90E-08,5.21,,
4620,merchant,1.78E-07,5.21,,
4803,triangle,5.91E-07,5.21,,
5217,makeup,2.42E-06,5.21,,
5254,ravine,2.67E-06,5.21,,
5371,pedestrian,4.03E-06,5.21,,
53,thigh,-1.10E-05,5.22,,
733,seat,-5.06E-06,5.22,,
1321,assessment,-3.82E-06,5.22,,
2121,client,-2.81E-06,5.22,,
2189,counter,-2.73E-06,5.22,,
2515,medical,-2.41E-06,5.22,,
3029,copy,-1.91E-06,5.22,,
3354,middle,-1.58E-06,5.22,,
3383,site,-1.55E-06,5.22,,
4587,instruction,1.13E-07,5.22,,
327,fuck,-6.88E-06,5.23,,
1248,agent,-3.94E-06,5.23,,
1608,bass,-3.42E-06,5.23,,
1620,continuation,-3.40E-06,5.23,,
2448,fig,-2.47E-06,5.23,,
2530,close,-2.38E-06,5.23,,
2628,second,-2.29E-06,5.23,,
2667,series,-2.26E-06,5.23,,
2808,torso,-2.11E-06,5.23,,
3234,president,-1.72E-06,5.23,,
3440,set,-1.50E-06,5.23,,
3495,piece,-1.44E-06,5.23,,
5153,crisp,1.92E-06,5.23,,
178,stripe,-8.47E-06,5.24,,
290,rotate,-7.14E-06,5.24,,
406,geometric,-6.39E-06,5.24,,
440,swap,-6.19E-06,5.24,,
1002,bone,-4.39E-06,5.24,,
1093,sharp,-4.21E-06,5.24,,
1420,target,-3.68E-06,5.24,,
1527,vote,-3.52E-06,5.24,,
1617,marital,-3.41E-06,5.24,,
2344,capitalist,-2.58E-06,5.24,,
2399,society,-2.52E-06,5.24,,
2717,transcript,-2.21E-06,5.24,,
3127,legal,-1.82E-06,5.24,,
3185,screw,-1.77E-06,5.24,,
3501,description,-1.43E-06,5.24,,
3745,cheap,-1.15E-06,5.24,,
3816,troupe,-1.07E-06,5.24,,
4278,physician,-4.23E-07,5.24,,
4338,tower,-3.26E-07,5.24,,
4520,query,-2.61E-08,5.24,,
4687,wharf,3.18E-07,5.24,,
5049,scoop,1.44E-06,5.24,,
5104,reflex,1.68E-06,5.24,,
5,coating,-1.50E-05,5.25,,
335,predictable,-6.81E-06,5.25,,
367,imminent,-6.66E-06,5.25,,
455,leash,-6.14E-06,5.25,,
514,airborne,-5.84E-06,5.25,,
752,seam,-5.00E-06,5.25,,
792,extensive,-4.89E-06,5.25,,
1083,analysis,-4.22E-06,5.25,,
1297,mode,-3.86E-06,5.25,,
1313,airplane,-3.83E-06,5.25,,
1375,booth,-3.75E-06,5.25,,
1680,adobe,-3.33E-06,5.25,,
1688,precedent,-3.31E-06,5.25,,
1710,silence,-3.29E-06,5.25,,
2211,exception,-2.70E-06,5.25,,
2419,appear,-2.50E-06,5.25,,
2677,blink,-2.25E-06,5.25,,
3060,vegetarian,-1.88E-06,5.25,,
3305,flock,-1.64E-06,5.25,,
3320,uphold,-1.62E-06,5.25,,
3794,abstract,-1.10E-06,5.25,,
4073,development,-7.62E-07,5.25,,
4262,volume,-4.40E-07,5.25,,
4467,string,-1.02E-07,5.25,,
4482,dye,-7.47E-08,5.25,,
4694,advocate,3.48E-07,5.25,,
4931,royal,9.92E-07,5.25,,
5154,sway,1.92E-06,5.25,,
5227,rookie,2.49E-06,5.25,,
5361,archery,3.90E-06,5.25,,
5402,flour,4.63E-06,5.25,,
107,tuna,-9.46E-06,5.26,,
775,titanium,-4.94E-06,5.26,,
1121,loop,-4.17E-06,5.26,,
1175,approximate,-4.07E-06,5.26,,
1254,cast,-3.93E-06,5.26,,
1469,distinguish,-3.60E-06,5.26,,
1875,emphasis,-3.09E-06,5.26,,
1965,four,-2.98E-06,5.26,,
2067,species,-2.88E-06,5.26,,
2077,grove,-2.87E-06,5.26,,
2098,racer,-2.84E-06,5.26,,
2755,bathroom,-2.18E-06,5.26,,
2805,transaction,-2.12E-06,5.26,,
2822,fashion,-2.10E-06,5.26,,
2898,representative,-2.04E-06,5.26,,
2971,queue,-1.97E-06,5.26,,
2996,anticipation,-1.94E-06,5.26,,
3242,rank,-1.70E-06,5.26,,
3759,permit,-1.13E-06,5.26,,
4028,shipment,-8.24E-07,5.26,,
4159,recycled,-6.14E-07,5.26,,
4523,powder,-2.23E-08,5.26,,
5095,eyebrow,1.63E-06,5.26,,
5178,finale,2.07E-06,5.26,,
809,suppose,-4.84E-06,5.27,,
1647,main,-3.37E-06,5.27,,
1768,week,-3.21E-06,5.27,,
1933,collector,-3.02E-06,5.27,,
2285,tell,-2.63E-06,5.27,,
2439,sword,-2.48E-06,5.27,,
2862,stand,-2.07E-06,5.27,,
2951,stick,-1.98E-06,5.27,,
3048,symmetry,-1.89E-06,5.27,,
3147,wooden,-1.81E-06,5.27,,
3230,signal,-1.72E-06,5.27,,
3523,coincide,-1.40E-06,5.27,,
3679,visitor,-1.23E-06,5.27,,
3809,sign,-1.08E-06,5.27,,
4866,gal,7.76E-07,5.27,,
796,ticket,-4.89E-06,5.28,,
1066,sake,-4.26E-06,5.28,,
1562,ground,-3.48E-06,5.28,,
2432,hole,-2.48E-06,5.28,,
3041,behavior,-1.90E-06,5.28,,
4082,import,-7.44E-07,5.28,,
4305,dig,-3.74E-07,5.28,,
5152,strings,1.92E-06,5.28,,
7,prep,-1.43E-05,5.29,,
533,vendor,-5.77E-06,5.29,,
721,bidding,-5.10E-06,5.29,,
737,integration,-5.04E-06,5.29,,
861,howl,-4.69E-06,5.29,,
1437,tailor,-3.65E-06,5.29,,
1495,mood,-3.56E-06,5.29,,
1685,roommate,-3.32E-06,5.29,,
1714,parallel,-3.28E-06,5.29,,
1938,coat,-3.01E-06,5.29,,
1987,monopoly,-2.95E-06,5.29,,
2001,ballot,-2.93E-06,5.29,,
2103,switch,-2.83E-06,5.29,,
2410,custom,-2.51E-06,5.29,,
2680,unprecedented,-2.25E-06,5.29,,
2781,era,-2.15E-06,5.29,,
2845,transfer,-2.09E-06,5.29,,
2928,partial,-2.01E-06,5.29,,
3090,pin,-1.86E-06,5.29,,
3153,nocturnal,-1.80E-06,5.29,,
3350,unit,-1.58E-06,5.29,,
3591,capital,-1.34E-06,5.29,,
3678,item,-1.23E-06,5.29,,
4244,lacrosse,-4.63E-07,5.29,,
4256,employee,-4.43E-07,5.29,,
4731,mystery,4.29E-07,5.29,,
4861,phase,7.63E-07,5.29,,
4968,subscription,1.12E-06,5.29,,
5083,lane,1.60E-06,5.29,,
170,guerrilla,-8.53E-06,5.3,,
764,catalyst,-4.96E-06,5.3,,
887,boot,-4.63E-06,5.3,,
925,motel,-4.55E-06,5.3,,
947,descent,-4.52E-06,5.3,,
1442,curriculum,-3.64E-06,5.3,,
1523,contrast,-3.52E-06,5.3,,
1753,journalist,-3.23E-06,5.3,,
2473,algorithm,-2.45E-06,5.3,,
2547,version,-2.37E-06,5.3,,
3114,principal,-1.84E-06,5.3,,
3171,employer,-1.78E-06,5.3,,
3203,technological,-1.76E-06,5.3,,
3277,multinational,-1.67E-06,5.3,,
3411,draft,-1.53E-06,5.3,,
3421,edition,-1.52E-06,5.3,,
3797,embassy,-1.10E-06,5.3,,
3892,delta,-9.94E-07,5.3,,
3967,deputy,-8.89E-07,5.3,,
4019,temple,-8.34E-07,5.3,,
4189,territory,-5.73E-07,5.3,,
4250,sponsor,-4.53E-07,5.3,,
4268,identical,-4.29E-07,5.3,,
4411,observe,-2.08E-07,5.3,,
4753,refrain,4.77E-07,5.3,,
4778,powerhouse,5.34E-07,5.3,,
4983,tail,1.17E-06,5.3,,
5289,mainland,3.01E-06,5.3,,
5292,penis,3.04E-06,5.3,,
5318,theatrical,3.34E-06,5.3,,
211,participant,-7.88E-06,5.32,,
224,correspondent,-7.70E-06,5.32,,
949,enforce,-4.51E-06,5.32,,
1092,statement,-4.21E-06,5.32,,
1210,speaker,-4.00E-06,5.32,,
1247,smirk,-3.94E-06,5.32,,
1331,steep,-3.81E-06,5.32,,
1352,odds,-3.78E-06,5.32,,
1513,necessity,-3.53E-06,5.32,,
1612,flex,-3.41E-06,5.32,,
1650,administrator,-3.36E-06,5.32,,
1651,primary,-3.36E-06,5.32,,
1793,twelve,-3.18E-06,5.32,,
1888,general,-3.07E-06,5.32,,
2093,mart,-2.85E-06,5.32,,
2228,sheep,-2.68E-06,5.32,,
2317,motive,-2.60E-06,5.32,,
2489,monthly,-2.44E-06,5.32,,
2627,foundry,-2.29E-06,5.32,,
2672,total,-2.25E-06,5.32,,
2690,academy,-2.24E-06,5.32,,
2749,waist,-2.18E-06,5.32,,
2815,notch,-2.11E-06,5.32,,
2817,governor,-2.11E-06,5.32,,
3342,vale,-1.59E-06,5.32,,
3363,will,-1.57E-06,5.32,,
3412,gate,-1.53E-06,5.32,,
3556,earrings,-1.37E-06,5.32,,
3602,frame,-1.32E-06,5.32,,
3740,sonar,-1.16E-06,5.32,,
3790,bro,-1.10E-06,5.32,,
3975,fetch,-8.82E-07,5.32,,
4009,side,-8.49E-07,5.32,,
4356,prepare,-3.01E-07,5.32,,
4476,demeanor,-8.86E-08,5.32,,
4522,lift,-2.26E-08,5.32,,
4555,nightclub,4.35E-08,5.32,,
4821,hockey,6.43E-07,5.32,,
4922,mane,9.64E-07,5.32,,
5004,joint,1.23E-06,5.32,,
5027,ladder,1.34E-06,5.32,,
5136,freeway,1.81E-06,5.32,,
103,spine,-9.50E-06,5.33,,
992,pouch,-4.42E-06,5.33,,
1052,hemisphere,-4.29E-06,5.33,,
1056,trend,-4.28E-06,5.33,,
1077,terrace,-4.24E-06,5.33,,
1085,quantity,-4.22E-06,5.33,,
1193,facility,-4.04E-06,5.33,,
1457,competition,-3.63E-06,5.33,,
1506,duty,-3.54E-06,5.33,,
1624,situation,-3.40E-06,5.33,,
1670,obvious,-3.34E-06,5.33,,
1863,continuous,-3.10E-06,5.33,,
2272,secret,-2.65E-06,5.33,,
2329,box,-2.59E-06,5.33,,
2332,public,-2.58E-06,5.33,,
2359,subject,-2.57E-06,5.33,,
2440,department,-2.48E-06,5.33,,
2553,stack,-2.36E-06,5.33,,
2711,root,-2.21E-06,5.33,,
2946,tap,-1.99E-06,5.33,,
3010,sell,-1.93E-06,5.33,,
3375,central,-1.56E-06,5.33,,
3600,board,-1.32E-06,5.33,,
3668,alternative,-1.24E-06,5.33,,
3993,bear,-8.66E-07,5.33,,
4020,teller,-8.34E-07,5.33,,
4332,venture,-3.32E-07,5.33,,
4433,tie,-1.68E-07,5.33,,
4574,await,7.72E-08,5.33,,
4952,footage,1.08E-06,5.33,,
5116,missionary,1.72E-06,5.33,,
875,lightning,-4.67E-06,5.34,,
3561,patent,-1.36E-06,5.34,,
11,pastor,-1.36E-05,5.35,,
301,euro,-7.05E-06,5.35,,
1051,documents,-4.30E-06,5.35,,
1279,attempted,-3.88E-06,5.35,,
1476,league,-3.58E-06,5.35,,
1602,printing,-3.42E-06,5.35,,
1763,stir,-3.22E-06,5.35,,
2054,expand,-2.89E-06,5.35,,
2193,poster,-2.72E-06,5.35,,
2460,township,-2.46E-06,5.35,,
2624,compete,-2.29E-06,5.35,,
2689,ref,-2.24E-06,5.35,,
2888,evolution,-2.06E-06,5.35,,
3068,numerous,-1.88E-06,5.35,,
3324,western,-1.62E-06,5.35,,
3770,vernacular,-1.12E-06,5.35,,
4153,server,-6.28E-07,5.35,,
4231,gigantic,-4.86E-07,5.35,,
4383,liquid,-2.58E-07,5.35,,
4463,tourism,-1.07E-07,5.35,,
4734,exit,4.32E-07,5.35,,
4738,chart,4.41E-07,5.35,,
4848,undo,7.19E-07,5.35,,
5148,squad,1.87E-06,5.35,,
5303,roller,3.13E-06,5.35,,
5306,varying,3.15E-06,5.35,,
5307,escort,3.21E-06,5.35,,
5351,dub,3.73E-06,5.35,,
953,defense,-4.50E-06,5.36,,
1015,skinny,-4.36E-06,5.36,,
1034,observatory,-4.33E-06,5.36,,
1425,clip,-3.68E-06,5.36,,
1430,rev,-3.67E-06,5.36,,
1767,clown,-3.21E-06,5.36,,
1879,junior,-3.09E-06,5.36,,
2269,ethnic,-2.65E-06,5.36,,
2532,desert,-2.38E-06,5.36,,
3119,airline,-1.84E-06,5.36,,
3335,serve,-1.60E-06,5.36,,
3715,empire,-1.18E-06,5.36,,
3876,firm,-1.02E-06,5.36,,
3979,century,-8.76E-07,5.36,,
4168,compartment,-6.05E-07,5.36,,
48,intentional,-1.12E-05,5.37,,
115,contend,-9.21E-06,5.37,,
263,cot,-7.32E-06,5.37,,
1329,telegraph,-3.81E-06,5.37,,
1363,bargaining,-3.76E-06,5.37,,
1470,insulation,-3.60E-06,5.37,,
1491,incorporate,-3.57E-06,5.37,,
1600,cent,-3.43E-06,5.37,,
1732,external,-3.26E-06,5.37,,
2038,eight,-2.91E-06,5.37,,
2322,noir,-2.59E-06,5.37,,
2436,streak,-2.48E-06,5.37,,
2601,midday,-2.31E-06,5.37,,
2702,shed,-2.23E-06,5.37,,
3201,distinguishing,-1.76E-06,5.37,,
3202,lantern,-1.76E-06,5.37,,
3214,homeland,-1.74E-06,5.37,,
3285,automotive,-1.66E-06,5.37,,
3436,cart,-1.50E-06,5.37,,
3483,premier,-1.45E-06,5.37,,
3587,persona,-1.34E-06,5.37,,
3641,formal,-1.27E-06,5.37,,
3659,converse,-1.25E-06,5.37,,
3844,venue,-1.04E-06,5.37,,
3969,operate,-8.88E-07,5.37,,
4081,complexity,-7.45E-07,5.37,,
4414,reservoir,-2.01E-07,5.37,,
4788,personnel,5.48E-07,5.37,,
4913,peek,9.26E-07,5.37,,
5090,eastern,1.62E-06,5.37,,
5183,roar,2.13E-06,5.37,,
5271,eccentric,2.88E-06,5.37,,
173,tackle,-8.51E-06,5.38,,
244,sheer,-7.56E-06,5.38,,
245,tow,-7.56E-06,5.38,,
314,fate,-6.97E-06,5.38,,
529,clue,-5.78E-06,5.38,,
1035,alert,-4.33E-06,5.38,,
1269,initial,-3.89E-06,5.38,,
1296,workplace,-3.86E-06,5.38,,
1718,elbow,-3.27E-06,5.38,,
1730,validity,-3.26E-06,5.38,,
1754,vacuum,-3.23E-06,5.38,,
1802,sip,-3.16E-06,5.38,,
2200,businessman,-2.71E-06,5.38,,
2343,pantry,-2.58E-06,5.38,,
2397,plausible,-2.53E-06,5.38,,
2496,counterpart,-2.43E-06,5.38,,
2767,shrine,-2.16E-06,5.38,,
2789,navy,-2.14E-06,5.38,,
3129,noon,-1.82E-06,5.38,,
3819,cord,-1.07E-06,5.38,,
4225,mount,-5.05E-07,5.38,,
4730,pew,4.29E-07,5.38,,
4888,adolescent,8.41E-07,5.38,,
4977,paddle,1.15E-06,5.38,,
5266,wool,2.86E-06,5.38,,
5452,nightly,1.11E-05,5.38,,
1546,single,-3.49E-06,5.39,,
1724,press,-3.27E-06,5.39,,
1729,realm,-3.26E-06,5.39,,
2114,northwestern,-2.82E-06,5.39,,
2276,necessary,-2.64E-06,5.39,,
2687,mention,-2.24E-06,5.39,,
2728,account,-2.20E-06,5.39,,
3249,push,-1.70E-06,5.39,,
3328,ceiling,-1.60E-06,5.39,,
3814,usher,-1.08E-06,5.39,,
3942,pursue,-9.20E-07,5.39,,
4197,mill,-5.66E-07,5.39,,
4288,catcher,-4.14E-07,5.39,,
293,projecting,-7.14E-06,5.4,,
716,steam,-5.11E-06,5.4,,
1117,black,-4.17E-06,5.4,,
1244,construct,-3.95E-06,5.4,,
2374,paradox,-2.56E-06,5.4,,
2555,attend,-2.36E-06,5.4,,
2697,discretion,-2.23E-06,5.4,,
2703,harp,-2.23E-06,5.4,,
2806,geography,-2.12E-06,5.4,,
2990,flare,-1.95E-06,5.4,,
3241,pi,-1.71E-06,5.4,,
3303,replica,-1.64E-06,5.4,,
3347,tee,-1.59E-06,5.4,,
3590,inch,-1.34E-06,5.4,,
3672,five,-1.24E-06,5.4,,
3702,paragraph,-1.21E-06,5.4,,
3957,comparable,-9.01E-07,5.4,,
4606,tennis,1.43E-07,5.4,,
4617,continental,1.66E-07,5.4,,
5007,reign,1.24E-06,5.4,,
5106,idol,1.69E-06,5.4,,
708,shape,-5.14E-06,5.41,,
1368,flick,-3.76E-06,5.41,,
1746,do,-3.25E-06,5.41,,
1882,giant,-3.08E-06,5.41,,
2108,supposed,-2.83E-06,5.41,,
2124,explain,-2.81E-06,5.41,,
2406,hay,-2.52E-06,5.41,,
2548,other,-2.36E-06,5.41,,
3158,hill,-1.80E-06,5.41,,
3457,nurse,-1.48E-06,5.41,,
3757,consult,-1.14E-06,5.41,,
4179,school,-5.86E-07,5.41,,
4263,busy,-4.39E-07,5.41,,
4668,receipt,2.81E-07,5.41,,
5375,weave,4.07E-06,5.41,,
547,lens,-5.73E-06,5.42,,
844,celebrity,-4.73E-06,5.42,,
1127,ranking,-4.15E-06,5.42,,
1480,paper,-3.58E-06,5.42,,
1525,lass,-3.52E-06,5.42,,
1607,recent,-3.42E-06,5.42,,
1657,cow,-3.36E-06,5.42,,
1840,declare,-3.13E-06,5.42,,
1955,brew,-2.99E-06,5.42,,
2456,slope,-2.47E-06,5.42,,
2510,railway,-2.41E-06,5.42,,
2656,fourteen,-2.26E-06,5.42,,
2695,religion,-2.23E-06,5.42,,
2727,remote,-2.20E-06,5.42,,
2746,basis,-2.19E-06,5.42,,
2915,prevent,-2.03E-06,5.42,,
2964,treaty,-1.97E-06,5.42,,
3289,document,-1.65E-06,5.42,,
3299,man,-1.64E-06,5.42,,
3601,surround,-1.32E-06,5.42,,
3729,cattle,-1.17E-06,5.42,,
3985,fisherman,-8.69E-07,5.42,,
4068,dip,-7.68E-07,5.42,,
4274,amount,-4.25E-07,5.42,,
4964,founding,1.11E-06,5.42,,
5162,fiber,1.97E-06,5.42,,
5221,rooftop,2.44E-06,5.42,,
5338,pennant,3.57E-06,5.42,,
833,paw,-4.76E-06,5.43,,
1188,editor,-4.05E-06,5.43,,
1272,absolute,-3.89E-06,5.43,,
1349,supplement,-3.78E-06,5.43,,
1438,represent,-3.65E-06,5.43,,
1563,aesthetic,-3.48E-06,5.43,,
1678,mound,-3.33E-06,5.43,,
1963,abdomen,-2.98E-06,5.43,,
2251,verify,-2.66E-06,5.43,,
2360,bearings,-2.56E-06,5.43,,
2467,width,-2.46E-06,5.43,,
2632,theme,-2.29E-06,5.43,,
2729,weekly,-2.20E-06,5.43,,
2837,handball,-2.09E-06,5.43,,
2912,coordinator,-2.03E-06,5.43,,
3079,door,-1.87E-06,5.43,,
3379,bunk,-1.56E-06,5.43,,
3462,three,-1.47E-06,5.43,,
3630,register,-1.29E-06,5.43,,
3869,guild,-1.02E-06,5.43,,
3871,guide,-1.02E-06,5.43,,
3932,transition,-9.33E-07,5.43,,
4242,burst,-4.67E-07,5.43,,
4261,exposition,-4.40E-07,5.43,,
4310,auction,-3.68E-07,5.43,,
4483,premise,-7.23E-08,5.43,,
4955,eighty,1.08E-06,5.43,,
43,advise,-1.13E-05,5.44,,
487,file,-5.96E-06,5.44,,
508,trait,-5.86E-06,5.44,,
699,neck,-5.18E-06,5.44,,
1266,subway,-3.90E-06,5.44,,
1421,race,-3.68E-06,5.44,,
1614,deep,-3.41E-06,5.44,,
2919,condom,-2.02E-06,5.44,,
2979,knock,-1.96E-06,5.44,,
3067,private,-1.88E-06,5.44,,
3092,prince,-1.86E-06,5.44,,
3306,stronghold,-1.64E-06,5.44,,
3832,arm,-1.06E-06,5.44,,
3895,bridge,-9.90E-07,5.44,,
3974,grab,-8.83E-07,5.44,,
4387,curtains,-2.53E-07,5.44,,
4439,involve,-1.58E-07,5.44,,
4804,calf,5.91E-07,5.44,,
4815,nut,6.19E-07,5.44,,
206,ass,-7.97E-06,5.45,,
276,adamant,-7.26E-06,5.45,,
491,convince,-5.92E-06,5.45,,
521,clay,-5.81E-06,5.45,,
698,backdrop,-5.19E-06,5.45,,
901,editing,-4.59E-06,5.45,,
940,soldier,-4.53E-06,5.45,,
981,pun,-4.43E-06,5.45,,
1054,stealth,-4.28E-06,5.45,,
1063,replacement,-4.26E-06,5.45,,
1345,approach,-3.79E-06,5.45,,
1381,principles,-3.74E-06,5.45,,
1524,outlet,-3.52E-06,5.45,,
1545,stationary,-3.49E-06,5.45,,
1788,need,-3.18E-06,5.45,,
1843,funding,-3.12E-06,5.45,,
1909,seem,-3.05E-06,5.45,,
2112,watch,-2.82E-06,5.45,,
2117,must,-2.82E-06,5.45,,
2172,turn,-2.74E-06,5.45,,
2175,handful,-2.73E-06,5.45,,
2345,point,-2.58E-06,5.45,,
2385,fame,-2.54E-06,5.45,,
2433,sir,-2.48E-06,5.45,,
2500,medicinal,-2.43E-06,5.45,,
2768,puff,-2.16E-06,5.45,,
2932,grasp,-2.01E-06,5.45,,
3304,direction,-1.64E-06,5.45,,
3316,concentration,-1.62E-06,5.45,,
3642,pub,-1.27E-06,5.45,,
3990,proposal,-8.67E-07,5.45,,
4111,parcel,-6.99E-07,5.45,,
4178,competitive,-5.91E-07,5.45,,
4364,founder,-2.92E-07,5.45,,
4764,promotional,4.95E-07,5.45,,
4775,upscale,5.28E-07,5.45,,
42,everyday,-1.14E-05,5.47,,
236,soda,-7.63E-06,5.47,,
1158,tone,-4.10E-06,5.47,,
1451,confession,-3.63E-06,5.47,,
1643,scan,-3.37E-06,5.47,,
2080,hybrid,-2.86E-06,5.47,,
2141,combination,-2.79E-06,5.47,,
2342,constitution,-2.58E-06,5.47,,
2384,thin,-2.54E-06,5.47,,
2813,assembly,-2.11E-06,5.47,,
3066,building,-1.88E-06,5.47,,
3156,farming,-1.80E-06,5.47,,
3194,diagram,-1.76E-06,5.47,,
3664,bun,-1.25E-06,5.47,,
3813,scripture,-1.08E-06,5.47,,
3911,banking,-9.60E-07,5.47,,
3928,conventional,-9.46E-07,5.47,,
4535,bottle,1.83E-09,5.47,,
4715,trader,3.94E-07,5.47,,
4765,circular,4.99E-07,5.47,,
4853,fork,7.41E-07,5.47,,
4948,communal,1.07E-06,5.47,,
4970,hem,1.12E-06,5.47,,
4990,interlude,1.19E-06,5.47,,
5107,demonstrate,1.70E-06,5.47,,
5432,indicator,6.02E-06,5.47,,
935,consume,-4.54E-06,5.48,,
987,spade,-4.42E-06,5.48,,
1256,engine,-3.93E-06,5.48,,
1501,quarterback,-3.55E-06,5.48,,
2299,row,-2.63E-06,5.48,,
2539,stairs,-2.37E-06,5.48,,
2579,source,-2.33E-06,5.48,,
2588,glass,-2.32E-06,5.48,,
2968,philosophy,-1.97E-06,5.48,,
2993,business,-1.95E-06,5.48,,
3267,proprietor,-1.68E-06,5.48,,
3396,specific,-1.54E-06,5.48,,
3524,specialty,-1.40E-06,5.48,,
3637,usual,-1.28E-06,5.48,,
3775,civilian,-1.11E-06,5.48,,
4319,pillar,-3.54E-07,5.48,,
4679,filmmaker,3.10E-07,5.48,,
4712,button,3.90E-07,5.48,,
4893,sash,8.67E-07,5.48,,
5117,counsel,1.72E-06,5.48,,
5196,publication,2.24E-06,5.48,,
5291,marathon,3.03E-06,5.48,,
5317,coaster,3.32E-06,5.48,,
3076,table,-1.87E-06,5.49,,
22,takeoff,-1.28E-05,5.5,,
165,summit,-8.61E-06,5.5,,
468,falcon,-6.07E-06,5.5,,
551,guinea,-5.72E-06,5.5,,
563,alpha,-5.66E-06,5.5,,
567,absorb,-5.64E-06,5.5,,
597,longtime,-5.53E-06,5.5,,
649,distribution,-5.33E-06,5.5,,
680,filter,-5.24E-06,5.5,,
738,canyon,-5.04E-06,5.5,,
780,warrior,-4.92E-06,5.5,,
848,station,-4.72E-06,5.5,,
994,conductor,-4.41E-06,5.5,,
1028,northeast,-4.34E-06,5.5,,
1396,tape,-3.72E-06,5.5,,
