,Word,Distil,Bert,Gold,Frequency,Mean Star,FFN,avg(vad_eb.V),avg(vad_eb.V > 3)
4218,kindness,6.146145288307515e-08,-1.74e-06,7.65,3,3.1766666666666663,4.637678,3.1766669999999997,0.6667
4219,gulp,6.276988392950322e-08,-1.12e-06,4.7,1,3.0,2.9052412999999997,3.0,0.0
4220,kitchen,6.782986717127963e-08,-1.31e-06,6.17,12,3.061666666666666,3.6634102,3.061667,0.3333
4221,float,6.848479058389294e-08,1.31e-06,6.42,1,3.4,3.2650454,3.4,1.0
4222,license,7.06359438204518e-08,-1.15e-06,5.91,5,2.9839999999999995,2.9771620999999997,2.984,0.4
4223,boom,7.219574104541466e-08,-1.94e-06,4.74,7,3.0628571428571427,3.0809164,3.068,0.6
4224,furnace,7.542075237607082e-08,-4.65e-06,5.11,1,2.89,2.6271593999999996,2.89,0.0
4225,spring,7.563355684541406e-08,-7.990000000000002e-07,7.64,19,3.139473684210527,3.5608826000000002,3.171875,0.5625
4226,dismay,8.029407946863465e-08,-4.7e-06,3.1,1,2.6,2.6064439999999998,2.6,0.0
4227,evolutionary,8.145578824410768e-08,-5.59e-06,5.62,1,3.0,3.048803,3.0,0.0
4228,jungle,8.263116853055262e-08,-1.21e-06,5.7,4,3.035,3.0853243,3.245,1.0
4229,teeth,8.46990152921411e-08,-1.56e-06,5.0,3,3.053333333333333,2.7950362999999996,3.0533330000000003,0.3333
4230,celebrate,9.553630024275148e-08,3.38e-06,7.84,3,3.4233333333333333,4.801467,3.423333,1.0
4231,inventor,9.582404576595482e-08,1.92e-06,6.21,2,3.4,3.2310602999999998,3.4,1.0
4232,hockey,9.929731852100868e-08,6.429999999999999e-07,5.32,1,3.0,3.0587744999999997,3.0,0.0
4233,diner,9.943217476639232e-08,-1.58e-06,6.75,2,3.02,3.4783318,3.14,1.0
4234,relocate,1.0324276973154117e-07,-3.07e-06,4.05,1,2.88,2.6231430000000002,2.88,0.0
4235,variety,1.0371153376984648e-07,-2.5e-07,6.41,11,3.256363636363637,3.7211266000000003,3.256364,0.9091
4236,strength,1.0939058285354884e-07,-3.49e-06,6.73,2,2.75,3.4330072,2.75,0.0
4237,historic,1.1412031053436105e-07,-1.2099999999999998e-07,6.2,14,3.1685714285714286,3.6415687000000005,3.168571,0.6429
4238,experience,1.1806438257645399e-07,-6.57e-07,6.89,28,3.1667857142857145,3.7125921,3.166786,0.6071
4239,promotional,1.2079100446983398e-07,4.95e-07,5.45,4,3.0700000000000003,3.373786,3.07,0.75
4240,bride,1.216343277071763e-07,4.2000000000000004e-06,6.8,1,2.7,3.6004127999999995,2.7,0.0
4241,smooth,1.2282305784040866e-07,3.04e-07,6.42,12,3.2075,3.8687157999999995,3.185455,0.7273
4242,puppy,1.298747334538275e-07,-2.57e-06,7.85,2,2.58,3.3859687000000007,2.58,0.0
4243,straighten,1.3010002712180815e-07,-2.07e-06,6.26,1,3.0,2.804015,3.0,0.0
4244,prince,1.3091966489732448e-07,-1.86e-06,5.44,6,3.0,3.1218388,3.024,0.6
4245,slim,1.3197582113074086e-07,4.29e-07,6.63,3,3.15,3.2337956,2.925,0.5
4246,flute,1.3589114195022844e-07,1.48e-07,6.29,2,3.2,3.4659686,3.0,0.0
4247,adulthood,1.3744846833150607e-07,-1.46e-06,5.05,2,2.96,3.0872029999999997,2.96,0.5
4248,sculptor,1.439626416271933e-07,2.85e-06,5.91,2,3.1,2.9594622000000004,3.1,0.5
4249,scenic,1.4456745295552775e-07,-1.4e-06,6.9,2,3.0,4.086566,3.0,0.0
4250,banking,1.5794639673475758e-07,-9.6e-07,5.47,1,3.0,2.9054982999999996,3.0,0.0
4251,optional,1.5967471840639687e-07,5.33e-07,5.76,3,3.1833333333333336,3.0880072,3.183333,0.6667
4252,volunteer,1.6828062872903625e-07,3.59e-07,7.35,5,3.1460000000000004,3.6469737999999996,3.146,0.6
4253,agreement,1.7051609631359465e-07,2.04e-06,6.75,6,3.126666666666667,2.9854684,3.126667,0.8333
4254,discovery,1.7085349448260472e-07,-2.35e-07,6.81,6,3.161666666666667,3.6149913999999996,3.161667,1.0
4255,primary,1.7370319162126485e-07,-3.36e-06,5.32,2,3.25,2.938827,3.25,0.5
4256,rational,1.8441964085910478e-07,-1.1e-06,5.85,2,2.875,2.7974312,2.75,0.0
4257,visit,1.8588644722123133e-07,-8.179999999999998e-07,6.56,25,3.1812,3.7105365,3.1812,0.76
4258,performance,1.9027577846143802e-07,4.12e-07,6.2,8,3.095,3.2118292,3.068333,0.8333
4259,seasoned,1.9071850807424648e-07,-3.17e-06,7.16,1,3.12,3.3066144,3.12,1.0
4260,prime,1.91334525843362e-07,-6.36e-07,6.0,10,3.099,3.0800134999999997,3.176,0.6
4261,conserve,1.9174594812302695e-07,-1.04e-07,5.9,5,3.1460000000000004,3.1339836,3.146,0.6
4262,swirl,1.9248103704655461e-07,-3.27e-06,6.45,2,3.08,3.0513005,3.3,1.0
4263,fruit,1.9271343756238357e-07,-7.4e-07,7.0,7,3.2271428571428573,3.2940199999999997,3.227143,0.7143
4264,abandon,1.9358415029853262e-07,6.16e-07,2.84,3,3.063333333333334,2.6064439999999998,3.063333,0.3333
4265,shout,1.951485574594458e-07,-8.9e-07,5.0,2,2.95,2.6314251,2.95,0.0
4266,forge,2.0277263541672828e-07,1.95e-06,5.0,2,3.0,3.0518837000000003,3.0,0.0
4267,thoughtful,2.02871315552478e-07,-3.57e-06,7.26,4,3.1275000000000004,4.0059309999999995,3.1275,0.75
4268,export,2.0446071177290822e-07,-1.99e-06,4.79,8,2.91875,2.9948554,2.925,0.1667
4269,spark,2.0629452113162515e-07,2.86e-06,6.05,3,3.15,3.2396264,3.15,0.6667
4270,ordeal,2.0897313512494944e-07,-2.49e-06,3.84,1,3.0,2.6064439999999998,3.0,0.0
4271,restrain,2.1046160706787254e-07,-1.33e-06,4.42,1,2.83,2.6064439999999998,2.83,0.0
4272,matrix,2.1255472473780124e-07,-9.03e-07,5.9,1,2.9,2.9960625,2.9,0.0
4273,herbs,2.141850594000199e-07,1.2199999999999998e-07,6.09,6,3.155,3.3518120000000002,3.155,0.6667
4274,petite,2.1448357323539113e-07,-2.41e-06,5.86,1,3.1,3.3771824999999995,3.1,1.0
4275,archive,2.170376800595767e-07,1.54e-06,4.81,1,2.9,3.135326,2.9,0.0
4276,smirk,2.211098430598968e-07,-3.94e-06,5.32,1,3.1,2.7484064,3.1,1.0
4277,calendar,2.2112946260344449e-07,-9.67e-07,5.53,12,3.0308333333333337,3.1107616,2.992,0.4
4278,workplace,2.263334901164704e-07,-3.86e-06,5.38,1,3.3,3.086496,3.3,1.0
4279,classmate,2.2642244059308442e-07,-4.2000000000000004e-06,5.95,1,3.0,2.6646633,3.0,0.0
4280,great,2.3822551484743324e-07,-8.12e-07,7.5,89,3.1542696629213482,4.8495016,3.157816,0.6437
4281,wireless,2.384325471025082e-07,-1.49e-06,6.9,6,2.966666666666667,3.0173044,2.9666669999999997,0.1667
4282,interim,2.479213663646636e-07,-4.91e-06,4.68,1,3.0,2.8438630000000003,3.0,0.0
4283,comrade,2.4939725793797035e-07,-3.82e-06,7.3,1,2.6,2.6067386000000003,2.6,0.0
4284,voter,2.569845750805914e-07,-1.23e-06,4.85,2,3.0,2.617886,3.0,0.0
4285,tremendous,2.5798311627592274e-07,-1.44e-06,7.0,1,2.9,4.866537,2.9,0.0
4286,technical,2.670532281192257e-07,4.93e-07,5.0,3,3.1333333333333333,2.9982655,3.1333330000000004,1.0
4287,modest,2.7228304066709405e-07,3.08e-06,6.42,4,3.3525,3.5214123999999996,3.3525,0.75
4288,awkward,2.7348460323803336e-07,2e-06,2.95,1,3.38,2.6067657000000004,3.38,1.0
4289,pray,2.74195577716398e-07,-1.16e-06,6.57,4,2.8625,2.6355872000000002,2.75,0.3333
4290,surprising,2.7756739835983876e-07,-3.39e-07,6.75,8,3.13,3.3808844,3.13,0.625
4291,attract,2.787318177530663e-07,-1.81e-06,6.38,4,3.085,3.5011492,3.085,0.25
4292,founding,2.7891753504732947e-07,1.11e-06,5.42,3,3.033333333333333,3.1752713,3.0333330000000003,0.3333
4293,medicinal,2.8139961677960584e-07,-2.43e-06,5.45,2,3.05,3.2758265,3.05,0.5
4294,sheer,2.822586539300472e-07,-7.56e-06,5.38,1,3.0,2.6459532,3.0,0.0
4295,billing,2.844462469545987e-07,-2.94e-06,3.23,1,3.1,2.9689958,3.1,1.0
4296,lounge,2.8590256689225744e-07,-1.72e-07,5.95,7,3.1085714285714285,3.6538296000000003,3.126667,0.6667
4297,congressman,2.9935658971483314e-07,-5.12e-06,3.71,2,3.105,2.781673,3.105,1.0
4298,lasting,3.0118404919809954e-07,1.3e-06,6.67,9,3.1199999999999988,3.3397586,3.1475,0.375
4299,favorite,3.024616589183652e-07,-9.54e-07,7.39,14,3.119285714285714,4.123163,3.1192860000000002,0.7143
4300,membership,3.0712985603523967e-07,7.84e-07,5.61,40,3.3390000000000013,3.0271132,3.339,0.925
4301,vivid,3.083566760312082e-07,-3.7000000000000006e-06,6.41,5,2.76,3.3091013,2.8,0.0
4302,initiate,3.084350992473161e-07,-6.82e-08,6.1,2,3.2,2.9652947999999997,3.2,0.5
4303,receive,3.0844955166367297e-07,3.53e-07,7.14,35,3.21,3.5394129999999997,3.21,0.6286
4304,assign,3.1217882974961714e-07,-1.11e-06,4.75,1,3.0,2.7996364,3.0,0.0
4305,theoretical,3.12459315217802e-07,-1.06e-06,4.8,1,3.0,2.9481463,3.0,0.0
4306,flame,3.1328599173902077e-07,-1.55e-06,5.9,2,2.89,2.6215330000000003,2.89,0.0
4307,surgery,3.154829800571431e-07,-6.25e-07,3.18,2,3.275,3.0084748,3.275,1.0
4308,gallery,3.183049882347448e-07,-5.85e-07,6.9,5,3.12,3.4408237999999995,3.12,0.8
4309,picturesque,3.1959249257446077e-07,-6.91e-08,7.35,5,3.1180000000000003,3.8344202000000003,3.118,0.8
4310,minority,3.198279273223541e-07,-4.2000000000000004e-06,4.75,3,2.833333333333333,2.6064439999999998,2.833333,0.0
4311,fancy,3.209305533309845e-07,-4.24e-07,7.43,2,3.045,3.1624742,3.045,0.5
4312,flawless,3.2281171733853736e-07,-7.27e-06,7.05,1,2.6,4.3990574,2.6,0.0
4313,proposition,3.240656921606651e-07,-6.58e-07,5.84,1,3.3,3.0800061000000003,3.3,1.0
4314,waterfront,3.2447231302597127e-07,-1.68e-06,7.5,8,3.1899999999999995,3.7116451,3.174286,0.5714
4315,settlement,3.261375537457385e-07,-1.14e-06,5.67,3,2.986666666666667,2.9058895000000002,2.9866669999999997,0.3333
4316,safari,3.2616685949723704e-07,4.78e-07,6.15,3,3.2099999999999995,3.3337907999999996,3.21,1.0
4317,diploma,3.290761793663573e-07,-2.73e-06,6.32,2,3.145,3.0570035,3.145,0.5
4318,breakdown,3.441956443935486e-07,-5.3e-06,3.48,1,3.11,2.6064439999999998,3.11,1.0
4319,rocket,3.459382003426214e-07,1.75e-06,5.8,1,3.22,3.0538619,3.22,1.0
4320,generous,3.465444910803478e-07,8.809999999999998e-07,7.43,17,3.227058823529412,4.7385044,3.278571,0.9286
4321,drama,3.4928701408235934e-07,7.009999999999999e-07,4.37,5,3.18,2.7656,3.18,0.8
4322,bicycle,3.5166941540148374e-07,-1.45e-06,6.71,3,3.1666666666666665,3.2163715,3.166667,1.0
4323,mama,3.516794020562643e-07,-1.02e-06,7.64,3,3.306666666666666,3.8091702000000005,3.16,1.0
4324,summer,3.601188969054178e-07,1.47e-07,7.5,34,3.1764705882352944,3.7446961,3.140625,0.6875
4325,wealth,3.664346888413501e-07,-3.79e-06,7.33,3,2.72,3.7258050000000003,2.72,0.3333
4326,fine,3.6927667949689727e-07,-1.1e-06,6.5,25,3.1296000000000004,3.2558866,3.126667,0.5833
4327,crystal,3.73835375701755e-07,8.890000000000002e-07,6.75,3,3.18,3.1539607000000003,3.17,1.0
4328,therapeutic,3.7419955451819853e-07,-4.34e-06,6.29,4,2.995,3.7210016,2.995,0.25
4329,bury,3.7493773461886687e-07,-1.57e-06,1.95,1,3.0,2.6064439999999998,3.0,0.0
4330,tropical,3.779430485322979e-07,-3.41e-06,7.05,6,3.016666666666667,3.5167157999999996,3.016667,0.3333
4331,literacy,3.7980303233623353e-07,-1.62e-06,7.55,2,3.315,3.4893775000000002,3.315,1.0
4332,restore,3.809439315776338e-07,-1.5e-06,5.86,4,3.185,3.1474946,3.173333,0.6667
4333,tiger,3.9252757164283857e-07,-4.870000000000001e-07,6.0,4,3.265,3.11968,3.27,1.0
4334,imaginative,3.928703880484834e-07,1.64e-06,6.65,1,3.44,3.9582303,3.44,1.0
4335,expansion,3.9406922175411207e-07,-6.620000000000001e-07,6.4,1,3.2,3.1876523,3.2,1.0
4336,growth,3.976539570631536e-07,-8.68e-07,6.0,17,3.0564705882352943,3.2523467999999998,3.068333,0.6667
4337,priest,3.9783211107369276e-07,-3.61e-07,4.5,2,2.85,2.6130223,2.85,0.0
4338,botanical,3.999009831141975e-07,2.88e-07,5.77,3,3.34,3.5816373999999995,3.46,1.0
4339,supplement,4.0216750253387523e-07,-3.78e-06,5.43,2,3.0,3.0590389,3.0,0.0
4340,intelligent,4.035200789973224e-07,-1.45e-06,7.6,3,3.15,3.7194247000000003,3.15,0.6667
4341,golden,4.0518764124484944e-07,-7.3e-07,7.79,11,3.0563636363636366,3.8506682,3.056364,0.5455
4342,cooperate,4.0628099199728024e-07,-3.71e-06,6.39,2,2.9,2.6890237,2.9,0.0
4343,camp,4.0794505630813826e-07,5.96e-07,7.0,32,3.233125,2.9548311000000003,3.267619,0.9048
4344,remind,4.1542424193645223e-07,-1.16e-06,4.81,5,3.158,2.8541357999999994,3.158,0.6
4345,hormone,4.173848814036097e-07,-4.52e-07,4.86,4,3.0,3.095992,3.0,0.5
4346,chuck,4.182450932486518e-07,-3.21e-06,5.06,2,2.95,2.6832783,2.95,0.0
4347,win,4.183088990892507e-07,-1.56e-07,6.97,21,3.124285714285714,4.01484,3.124286,0.619
4348,admired,4.2396098042715247e-07,2.16e-06,7.25,2,2.85,4.4438596,2.85,0.5
4349,milky,4.2934313070064345e-07,-1.53e-06,5.0,1,3.4,3.2200382000000003,3.4,1.0
4350,outdoors,4.3331812108407774e-07,-8.93e-07,6.91,8,3.3075,4.0722116999999995,3.322857,1.0
4351,runner,4.37702235192572e-07,-6.51e-07,5.68,2,3.175,3.2020724,3.25,1.0
4352,gratitude,4.4512611662346957e-07,8e-07,6.67,2,3.05,4.5718713,3.05,0.5
4353,northwest,4.478748816199523e-07,-2.88e-06,5.81,3,3.17,2.800665,3.17,1.0
4354,enable,4.520565751172614e-07,2.23e-06,5.13,6,3.1933333333333334,3.142452,3.193333,0.6667
4355,glee,4.552906418357298e-07,1.96e-07,6.95,1,3.3,3.357096,3.3,1.0
4356,symmetry,4.59999406023324e-07,-1.89e-06,5.27,4,3.0,3.2997246,3.0,0.0
4357,scholarship,4.6159898340321206e-07,-1.27e-06,6.76,6,3.275,3.1506886,3.275,0.8333
4358,knowledge,4.6174420852343245e-07,-4.72e-07,7.28,8,3.22625,3.1984909,3.213333,0.5
4359,contribute,4.6981060898287906e-07,-1.47e-06,6.15,5,3.0200000000000005,3.5213769999999998,3.02,0.4
4360,succeed,4.7100042599446107e-07,1.28e-06,7.05,3,3.0700000000000003,2.9709722999999997,3.07,0.6667
4361,currency,4.731229171944256e-07,-3.18e-06,5.9,4,3.0424999999999995,2.9851327000000003,3.0425,0.5
4362,operation,4.738164731526533e-07,-5.72e-06,2.94,2,2.75,2.9247104999999998,2.75,0.5
4363,grill,4.827941135161676e-07,1.18e-06,6.64,6,3.3633333333333333,3.1979368,3.3633330000000004,0.8333
4364,consideration,4.852884229377427e-07,-1.81e-06,6.4,8,3.2787500000000005,2.9810305,3.27875,0.75
4365,discount,4.858882847400454e-07,7.76e-07,5.78,7,3.131428571428572,3.0849333,3.095,0.75
4366,champion,4.885338611758229e-07,2.77e-07,7.33,3,3.3666666666666667,3.679265,3.3666669999999996,0.6667
4367,magnet,4.912381835614489e-07,1.51e-06,5.65,1,3.1,3.5615562999999995,3.1,1.0
4368,irrigation,4.928577635200196e-07,8.079999999999998e-07,3.82,1,3.25,2.960783,3.25,1.0
4369,retain,4.940925092795054e-07,6.21e-07,6.25,8,3.18125,3.0507386000000003,3.18125,0.75
4370,tea,4.987274321412301e-07,5.17e-07,6.56,12,3.214166666666667,3.3884193999999996,3.205556,0.8889
4371,keynote,5.073067598504455e-07,-9.91e-07,5.67,1,3.0,3.4617784,3.0,0.0
4372,surprised,5.079626610571053e-07,-1.19e-06,6.57,12,2.9599999999999995,3.311658,2.96,0.3333
4373,productive,5.176423062608348e-07,1.24e-06,7.37,5,3.1860000000000004,3.8956537000000004,3.186,0.8
4374,magic,5.177496897688715e-07,-8.620000000000002e-07,7.17,12,3.2416666666666667,3.994907,3.2416669999999996,0.8333
4375,feedback,5.193310220875782e-07,-3.89e-07,5.91,3,3.1666666666666665,3.6326656,3.166667,0.3333
4376,earn,5.270490637545758e-07,1.16e-06,7.0,9,3.295555555555556,3.8968010000000004,3.3075,0.5
4377,fortune,5.296758655089681e-07,-8.64e-07,7.24,5,3.12,3.5334013,3.15,0.75
4378,offense,5.359723630598648e-07,-1.93e-06,4.05,2,2.75,2.6064439999999998,2.75,0.0
4379,hepatitis,5.371831404606583e-07,-6.65e-06,2.33,1,2.4,2.9759113999999998,2.4,0.0
4380,congestion,5.398271478810707e-07,-1.68e-06,3.25,2,2.99,2.6064439999999998,2.99,0.5
4381,hike,5.474153304872082e-07,-1.27e-07,6.68,15,3.1866666666666665,3.1284332000000004,3.2833330000000003,0.8333
4382,breakthrough,5.479119306667339e-07,5.47e-06,6.35,2,3.74,3.6155510000000004,3.74,1.0
4383,busy,5.504931125720049e-07,-4.39e-07,5.41,12,3.244166666666667,2.9742045,3.244167,0.75
4384,discipline,5.53515897928324e-07,-1.57e-06,5.9,2,3.2,2.7596357000000005,3.2,1.0
4385,recognize,5.565333333602432e-07,-3.31e-06,6.14,6,2.995000000000001,3.082538,2.995,0.5
4386,herb,5.572412220920577e-07,-6.83e-07,6.72,4,3.055,3.479949,3.04,0.6667
4387,improve,5.573727618094718e-07,-9.01e-07,6.14,20,3.208,3.393482,3.208,0.75
4388,encounter,5.59912909897653e-07,-2.38e-06,5.16,1,3.2,2.69654,3.2,1.0
4389,record,5.602539538468546e-07,1.29e-07,5.89,31,3.1838709677419352,2.9439313,3.193448,0.6897
4390,prosperity,5.609543966370961e-07,6.7e-07,7.1,6,3.1316666666666677,3.9803224000000004,3.1316669999999998,0.6667
4391,aesthetic,5.710236492724914e-07,-3.48e-06,5.43,2,3.1,3.236128,3.1,1.0
4392,susceptible,5.812606607517403e-07,1.73e-06,3.67,1,3.1,2.6064439999999998,3.1,1.0
4393,intimate,5.831161558125797e-07,1.32e-06,7.22,2,3.075,3.2251107999999995,3.075,0.5
4394,collection,5.865923777332011e-07,9.88e-07,5.9,19,3.204736842105264,3.6169047,3.2047369999999997,0.7368
4395,notice,5.872708373170179e-07,-2.08e-06,5.94,8,2.88375,2.7125103,2.88375,0.375
4396,photography,6.119988953063812e-07,-1.13e-06,6.67,9,3.2322222222222217,3.733224,3.232222,0.8889
4397,vegetarian,6.165534044341263e-07,-1.88e-06,5.25,2,3.15,3.2474675,3.15,0.5
4398,organ,6.176105384891882e-07,-1.38e-06,4.95,1,2.88,3.0364277000000004,2.88,0.0
4399,cent,6.185564724222233e-07,-3.43e-06,5.37,1,2.4,2.7699304,2.4,0.0
4400,interesting,6.20962007994274e-07,-5.69e-07,6.78,19,3.181052631578948,3.643796,3.174444,0.7222
4401,tang,6.213593292322961e-07,-2.05e-06,4.62,3,2.966666666666667,3.3111599999999997,2.9666669999999997,0.0
4402,attractive,6.228906450682293e-07,-8.41e-07,7.19,8,2.97875,4.099510700000001,2.97875,0.5
4403,softball,6.252813583689417e-07,1.24e-06,5.53,1,3.0,3.4677932,3.0,0.0
4404,praise,6.27524292255209e-07,-1.22e-06,7.65,3,3.1566666666666667,4.578106,3.1566669999999997,0.6667
4405,respectable,6.303132126779368e-07,5.95e-07,6.55,3,3.1633333333333336,3.3606877,3.163333,0.6667
4406,hope,6.307330662608128e-07,-3.05e-07,7.48,49,3.1877551020408155,3.8711972,3.1939580000000003,0.6667
4407,involvement,6.317715101437452e-07,-1.36e-06,5.81,1,3.3,2.9390737999999996,3.3,1.0
4408,coward,6.337623640652786e-07,4.59e-06,2.42,1,2.9,2.6064439999999998,2.9,0.0
4409,tennis,6.343472292447139e-07,1.43e-07,5.4,2,3.0,3.5028324,3.0,0.0
4410,cake,6.347878237361604e-07,-1.85e-06,7.58,3,2.9233333333333333,3.3423578999999997,2.923333,0.3333
4411,icon,6.385346634250772e-07,-4.11e-08,6.05,2,3.3,3.1109419999999997,3.3,1.0
4412,abstract,6.464993672680025e-07,-1.1e-06,5.25,2,3.05,2.9229917999999997,3.05,0.5
4413,highland,6.4673104549582e-07,-4.66e-06,5.9,2,3.1,3.3224716,3.1,0.5
4414,shift,6.496259149919915e-07,1.65e-06,4.95,4,3.175,2.9279435,3.175,0.75
4415,accommodate,6.498805700805298e-07,-2.52e-06,6.35,3,3.216666666666667,3.0453186000000003,3.2166669999999997,0.3333
4416,nightclub,6.498890349833825e-07,4.35e-08,5.32,5,3.248,2.614137,3.266667,0.6667
4417,demographic,6.5008041509144e-07,-6.79e-06,4.41,1,2.7,2.6119618,2.7,0.0
4418,plush,6.613860271675874e-07,3.14e-06,6.32,3,3.4,3.541637,3.4,1.0
4419,queue,6.646371792026762e-07,-1.97e-06,5.26,2,3.0,3.1995125,3.0,0.0
4420,clarity,6.663549174644918e-07,2e-06,7.26,1,3.0,3.0071557,3.0,0.0
4421,recycled,6.68428533459695e-07,-6.14e-07,5.26,4,3.2225,3.1128687999999998,3.2225,0.75
4422,proceeds,6.686340838692878e-07,-1.29e-06,5.79,2,3.0,3.0405792999999997,3.0,0.0
4423,infamous,6.757281394200362e-07,-9.49e-07,4.86,2,3.1,2.6064439999999998,3.1,0.5
4424,technician,6.773632403103691e-07,3.15e-07,5.65,2,3.1500000000000004,3.0792632,3.15,1.0
4425,peace,6.777406175325694e-07,-1.32e-06,7.75,17,3.1617647058823533,3.441721,3.182667,0.6667
4426,entertain,6.783079548091285e-07,-1.36e-06,7.21,2,3.0,3.6123074999999996,3.0,0.5
4427,canoe,6.825165682113295e-07,-1.3e-06,5.76,13,3.2023076923076923,3.2399347,3.211,0.8
4428,compatibility,6.846577174646207e-07,2.37e-07,6.5,1,3.0,3.2923658,3.0,0.0
4429,coffee,6.946811130763978e-07,-8.21e-07,7.0,7,3.148571428571429,3.5579142999999998,3.09,0.6667
4430,screening,6.976487657387823e-07,-4.28e-06,4.77,1,3.09,3.0837927000000005,3.09,1.0
4431,venture,6.995459107689747e-07,-3.32e-07,5.33,1,3.12,3.2533302,3.12,1.0
4432,shorts,7.012430165524257e-07,-5.03e-06,5.95,1,2.89,3.0681507999999997,2.89,0.0
4433,undo,7.01944599261021e-07,7.19e-07,5.35,1,3.22,2.6118902999999998,3.22,1.0
4434,efficiency,7.021414639288179e-07,4.54e-07,6.74,4,3.3000000000000003,3.3775117,3.2,0.6667
4435,romance,7.048337447026196e-07,-3.78e-07,7.28,5,3.26,3.8719192000000002,3.295,0.75
4436,downfall,7.062053112207728e-07,-8.46e-06,3.2,1,2.75,2.6064439999999998,2.75,0.0
4437,salute,7.064233041494579e-07,5.47e-07,6.22,3,3.233333333333333,3.9540622,3.0,0.0
4438,slam,7.069003961565623e-07,-2.66e-06,4.79,3,3.1333333333333333,2.6064439999999998,3.1333330000000004,0.3333
4439,maturity,7.091030561530893e-07,2.19e-06,6.53,2,3.35,3.0827397999999997,3.35,0.5
4440,spice,7.106789266566235e-07,-1.99e-06,6.55,2,3.105,3.3859177000000003,3.11,1.0
4441,dictatorship,7.112515670002954e-07,-6.81e-06,2.62,1,2.33,2.6064439999999998,2.33,0.0
4442,friend,7.112990247309416e-07,-8.76e-07,6.79,37,3.1521621621621616,3.3221436,3.150833,0.6944
4443,lifetime,7.174208688185781e-07,2.85e-07,7.3,5,3.196,3.7054996,3.196,0.6
4444,explorer,7.176837082728885e-07,-9.54e-07,5.9,5,3.2020000000000004,3.1295629000000003,3.202,0.8
4445,correction,7.202905312990219e-07,-3.9e-06,4.05,1,2.75,2.948175,2.75,0.0
4446,symposium,7.204723945960132e-07,-1.77e-06,4.86,1,3.0,3.252375,3.0,0.0
4447,occasion,7.22123785157347e-07,1.94e-06,6.45,1,2.7,3.4423037000000005,2.7,0.0
4448,conscience,7.246338621184438e-07,-2.96e-06,5.9,1,3.3,2.6064439999999998,3.3,1.0
4449,greeting,7.261421946493673e-07,-2.04e-06,5.89,2,3.415,4.2726755,3.415,1.0
4450,atmosphere,7.273056772364067e-07,-1.02e-06,6.05,6,3.266666666666667,4.031649,3.266667,0.8333
4451,corn,7.330089309451647e-07,-2.27e-06,5.95,3,3.1466666666666665,3.0045202,3.146667,0.3333
4452,perfect,7.413068462220627e-07,-4.23e-07,7.19,32,3.2368750000000004,4.5418925,3.2233330000000002,0.6
4453,array,7.48056221178591e-07,-1.13e-06,5.9,5,3.24,3.8732660000000005,3.24,0.6
4454,podium,7.488693118210913e-07,-4.87e-06,5.05,1,3.1,3.2418056,3.1,1.0
4455,relate,7.572114106233394e-07,8.689999999999999e-08,6.05,4,3.1500000000000004,2.976763,3.15,0.5
4456,elf,7.611295070412506e-07,-1.6300000000000002e-07,6.1,3,3.3233333333333337,2.9312937000000003,3.3233330000000003,0.6667
4457,thrive,7.644057618470891e-07,7.179999999999998e-07,6.79,3,3.033333333333333,3.6121209999999997,3.1,1.0
4458,expose,7.654290518939223e-07,4.78e-07,4.14,3,3.013333333333333,2.6064439999999998,2.96,0.5
4459,baseball,7.719727515292195e-07,3.44e-07,5.79,10,3.1189999999999998,3.3045833,3.119,0.7
4460,celebration,7.725589468054707e-07,3.4e-06,7.53,3,3.3833333333333333,4.4366045,3.3833330000000004,1.0
4461,wharf,7.785674112960791e-07,3.18e-07,5.24,1,3.2,3.1683717000000002,3.2,1.0
4462,speculation,7.879238365055544e-07,-1.1e-06,4.67,5,3.04,2.6293439999999997,3.04,0.2
4463,dip,7.905464583605564e-07,-7.68e-07,5.42,2,3.35,3.253427,3.3,1.0
4464,artwork,7.909715572818979e-07,1.22e-06,6.76,1,2.6,3.7192763999999996,2.6,0.0
4465,pleasant,7.916094524327775e-07,2.23e-07,7.24,20,3.184,4.215096,3.184,0.7
4466,humanoid,7.930014763457559e-07,-3.27e-06,4.52,2,3.05,2.8601825,3.05,0.5
4467,fascination,7.93092067203488e-07,1.5e-06,7.25,1,3.4,3.644301,3.4,1.0
4468,panda,7.964201765564093e-07,4.22e-06,7.55,5,3.344,3.2405086,3.32,1.0
4469,innovative,7.971620393806677e-07,-3.35e-07,6.38,6,3.233333333333333,4.062898000000001,3.233333,0.6667
4470,ceremony,8.085859727672506e-07,-3.59e-07,6.38,7,3.085714285714286,3.5285177000000005,3.085714,0.4286
4471,fund,8.126351324213397e-07,1.59e-07,6.55,28,3.228214285714286,2.9902263,3.230385,0.8077
4472,satisfied,8.177449018672197e-07,-4.15e-06,7.16,1,3.38,3.9421406,3.38,1.0
4473,jade,8.194139896392113e-07,-3.11e-06,6.25,9,2.9777777777777783,3.0717537,2.977778,0.4444
4474,assortment,8.196422526668412e-07,-2.79e-06,5.64,1,3.2,3.9510646,3.2,1.0
4475,peaceful,8.204258813079846e-07,3.57e-06,8.0,4,3.2825,3.897708,3.2825,1.0
4476,tourist,8.21740601960148e-07,-7.41e-07,5.71,19,3.1942105263157896,2.7212913,3.194211,0.6316
