,Word,Value,V.Mean.Sum
4153,server,-6.283763678525955e-07,5.35
4154,recreational,-6.26330582092326e-07,6.76
4155,surgery,-6.247336788699672e-07,3.18
4156,permanent,-6.216339155854086e-07,5.06
4157,relay,-6.180850802191736e-07,4.86
4158,flexible,-6.171745797386071e-07,6.74
4159,recycled,-6.144559497814571e-07,5.26
4160,comment,-6.139334762472286e-07,5.65
4161,intriguing,-6.133326945258662e-07,6.53
4162,haze,-6.13134827745807e-07,4.83
4163,ball,-6.127345542651651e-07,6.14
4164,contention,-6.09960004113036e-07,4.19
4165,forum,-6.081349312829035e-07,5.05
4166,colonial,-6.079019207588245e-07,4.95
4167,emancipation,-6.071653742556471e-07,6.57
4168,compartment,-6.050440027952075e-07,5.36
4169,substantial,-6.048290129321041e-07,6.14
4170,build,-6.039142892117482e-07,6.33
4171,classic,-6.018340463279093e-07,6.32
4172,draw,-6.010087711009551e-07,6.18
4173,gold,-5.988212913765591e-07,7.28
4174,park,-5.97422974913762e-07,7.0
4175,unchanged,-5.967233698278562e-07,5.0
4176,invest,-5.936800048095269e-07,6.16
4177,visual,-5.912634099390502e-07,6.0
4178,competitive,-5.905039635607645e-07,5.45
4179,school,-5.860790072568614e-07,5.41
4180,designer,-5.852089429060856e-07,5.57
4181,gallery,-5.848780550661569e-07,6.9
4182,age,-5.8390213020859e-07,5.78
4183,range,-5.827564481063145e-07,5.11
4184,outdoor,-5.822222776633354e-07,7.33
4185,apt,-5.821062619408105e-07,5.64
4186,roadside,-5.773246268455287e-07,4.65
4187,glory,-5.770629770975573e-07,6.45
4188,natural,-5.733799484846913e-07,6.42
4189,territory,-5.730099863746217e-07,5.3
4190,blond,-5.704053504714442e-07,6.08
4191,citizenship,-5.699149097891654e-07,7.24
4192,backpack,-5.698236970361512e-07,6.05
4193,cinnamon,-5.69800171039414e-07,6.75
4194,possible,-5.692730173991525e-07,7.14
4195,interesting,-5.686982004836118e-07,6.78
4196,consist,-5.665018922296206e-07,5.21
4197,mill,-5.664470050083391e-07,5.39
4198,substitute,-5.64076291712882e-07,4.91
4199,haul,-5.604417802872649e-07,4.95
4200,unique,-5.594523858269859e-07,7.32
4201,invite,-5.585023088273851e-07,5.68
4202,abortion,-5.581671688690651e-07,2.58
4203,dissatisfied,-5.55765126248701e-07,3.25
4204,powerless,-5.50782834312045e-07,2.9
4205,spiritual,-5.481243763316712e-07,5.82
4206,navigate,-5.474416095668151e-07,5.05
4207,outstanding,-5.472546108183661e-07,7.1
4208,mat,-5.45633916595086e-07,5.0
4209,send,-5.454957745403774e-07,6.18
4210,manner,-5.416128182085299e-07,5.86
4211,yard,-5.377323101480067e-07,5.7
4212,recovery,-5.372575501002195e-07,6.43
4213,heterosexual,-5.356740452124978e-07,6.62
4214,innovation,-5.339366939832724e-07,6.95
4215,principle,-5.297602341178265e-07,5.0
4216,bonus,-5.210632477939455e-07,8.05
4217,profit,-5.181338697425365e-07,6.95
4218,catch,-5.161905932398597e-07,5.64
4219,mentor,-5.153578924393016e-07,7.05
4220,chop,-5.110970515143088e-07,4.6
4221,support,-5.091261889782041e-07,6.89
4222,fill,-5.068382950790671e-07,5.56
4223,sane,-5.057372932935842e-07,6.73
4224,expertise,-5.054863299307905e-07,6.1
4225,mount,-5.052821964817863e-07,5.38
4226,chance,-5.039196573214823e-07,6.05
4227,minute,-5.004246498452679e-07,5.5
4228,distinct,-4.922457480009028e-07,5.55
4229,manufacturer,-4.880976612273621e-07,4.0
4230,tiger,-4.873518751312884e-07,6.0
4231,gigantic,-4.863355618778264e-07,5.35
4232,buff,-4.84618230296487e-07,6.21
4233,progress,-4.844613584158396e-07,6.58
4234,earl,-4.805219833680282e-07,5.15
4235,goddamn,-4.788953492744033e-07,3.81
4236,daytime,-4.785735960754735e-07,7.58
4237,god,-4.740179142549023e-07,5.9
4238,dancer,-4.733584912097743e-07,6.64
4239,knowledge,-4.724995743731036e-07,7.28
4240,daily,-4.6958161425219266e-07,5.74
4241,give,-4.688906189904051e-07,7.73
4242,burst,-4.669172513118343e-07,5.43
4243,clan,-4.6345107992445153e-07,5.2
4244,lacrosse,-4.6324957996233634e-07,5.29
4245,beauty,-4.5977292713474767e-07,7.58
4246,workshop,-4.5833659904710865e-07,6.35
4247,linguistics,-4.5747272131117323e-07,6.37
4248,bedroom,-4.56287851539624e-07,7.0
4249,compensation,-4.5572808517885255e-07,6.55
4250,sponsor,-4.531499092843727e-07,5.3
4251,hormone,-4.5185215569783926e-07,4.86
4252,ideal,-4.4824489338874123e-07,6.63
4253,coordinate,-4.4699187186821493e-07,5.5
4254,preview,-4.44608887891403e-07,5.74
4255,plum,-4.441846298182857e-07,6.15
4256,employee,-4.431101630897327e-07,5.29
4257,placement,-4.4289237606497564e-07,4.96
4258,minimal,-4.4142049244952354e-07,4.62
4259,occupy,-4.411462567350625e-07,4.86
4260,renew,-4.408769443949419e-07,6.0
4261,exposition,-4.404244055549402e-07,5.43
4262,volume,-4.3950523930866075e-07,5.25
4263,busy,-4.38732482199105e-07,5.41
4264,dream,-4.3728555528931706e-07,7.43
4265,communicate,-4.347334595442241e-07,6.28
4266,ethical,-4.318459175915723e-07,5.78
4267,mature,-4.3132372810431957e-07,5.95
4268,identical,-4.2916484871868064e-07,5.3
4269,surreal,-4.2811788493931263e-07,6.65
4270,printer,-4.278806568317843e-07,5.65
4271,presidential,-4.264184986469636e-07,4.95
4272,regular,-4.255575934894988e-07,6.09
4273,sling,-4.24807736809756e-07,4.26
4274,amount,-4.247262987852576e-07,5.42
4275,fancy,-4.238749246783987e-07,7.43
4276,host,-4.2340353062160893e-07,5.7
4277,perfect,-4.231769121033824e-07,7.19
4278,physician,-4.2296498262150983e-07,5.24
4279,ideology,-4.2189979039079323e-07,5.52
4280,topic,-4.216905927724901e-07,5.5
4281,vector,-4.208537439584492e-07,4.57
4282,meal,-4.184762517551295e-07,7.05
4283,cousin,-4.177200524924096e-07,6.11
4284,rail,-4.176127188519773e-07,5.1
4285,cane,-4.1629593030186496e-07,4.64
4286,hotel,-4.160474358724046e-07,6.6
4287,municipal,-4.148429038897117e-07,4.89
4288,catcher,-4.1436658957340476e-07,5.39
4289,ease,-4.103756705052465e-07,6.15
4290,owl,-4.019999505800823e-07,6.3
4291,seek,-4.008436173627065e-07,6.25
4292,reversal,-3.989150975195847e-07,4.86
4293,removal,-3.9784851001608185e-07,4.26
4294,medium,-3.960492496966431e-07,4.85
4295,unnamed,-3.9059699997086767e-07,4.38
4296,feedback,-3.892287140133369e-07,5.91
4297,thousand,-3.8355003281033765e-07,6.44
4298,revolutionary,-3.785009807498925e-07,6.21
4299,romance,-3.784662361707652e-07,7.28
4300,primitive,-3.7669630519318484e-07,4.1
4301,golf,-3.758409095541704e-07,5.67
4302,derive,-3.7559522345076424e-07,4.72
4303,creek,-3.7480801444815063e-07,6.32
4304,pearl,-3.742633563233763e-07,6.05
4305,dig,-3.739995084733651e-07,5.28
4306,superiority,-3.7362803330958456e-07,4.95
4307,organize,-3.73123446025953e-07,6.75
4308,fragile,-3.7014514806902693e-07,4.67
4309,interactive,-3.6954228243669417e-07,5.89
4310,auction,-3.682128666192e-07,5.43
4311,shipyard,-3.680013911586123e-07,5.05
4312,possession,-3.677429666800366e-07,5.14
4313,compliance,-3.630643406841531e-07,5.18
4314,linen,-3.6253446866751926e-07,6.0
4315,priest,-3.6110270799222244e-07,4.5
4316,ceremony,-3.5924701779056335e-07,6.38
4317,lovely,-3.56816894324143e-07,7.55
4318,pavement,-3.5403102718878365e-07,5.5
4319,pillar,-3.535519763855139e-07,5.48
4320,eagle,-3.5057489788589685e-07,6.47
4321,childhood,-3.49620447230812e-07,6.65
4322,bumper,-3.4457515187223214e-07,4.79
4323,bitterness,-3.442866901570696e-07,3.15
4324,phrase,-3.43925795083623e-07,5.5
4325,siege,-3.4320479014304794e-07,4.1
4326,convenience,-3.4287591123491337e-07,7.14
4327,surprising,-3.3856427643190457e-07,6.75
4328,king,-3.3719434141096497e-07,6.0
4329,vacation,-3.3643738821196726e-07,8.53
4330,innovative,-3.348295538037185e-07,6.38
4331,temperature,-3.3408412947947113e-07,5.58
4332,venture,-3.320812093319618e-07,5.33
4333,disposition,-3.3060843202422784e-07,4.81
4334,admission,-3.291441562941428e-07,5.91
4335,supernatural,-3.2813718142137175e-07,6.05
4336,correspond,-3.2787024235925665e-07,5.75
4337,strategic,-3.262879654155477e-07,6.57
4338,tower,-3.2616103002043e-07,5.24
4339,landfill,-3.2533703640350947e-07,3.14
4340,southern,-3.24043965907731e-07,5.67
4341,dissertation,-3.236094868093915e-07,4.3
4342,partner,-3.20401597557249e-07,7.11
4343,commodore,-3.1925814228857724e-07,4.82
4344,ham,-3.177666536383998e-07,4.65
4345,purity,-3.15667978810246e-07,6.57
4346,spec,-3.1409574329071177e-07,4.5
4347,lady,-3.123125125314113e-07,6.91
4348,outpost,-3.1172859111215645e-07,4.67
4349,dire,-3.0793978598545973e-07,3.0
4350,beach,-3.070504226694666e-07,7.21
4351,plain,-3.0516753486466614e-07,5.08
4352,hope,-3.050299782506596e-07,7.48
4353,festival,-3.043961064663644e-07,6.84
4354,connect,-3.04087561743655e-07,6.61
4355,distribute,-3.03033874067433e-07,5.05
4356,prepare,-3.009752637465081e-07,5.32
4357,cab,-3.000944045903866e-07,4.81
4358,impulse,-2.9916369709744506e-07,5.16
4359,create,-2.991561737986803e-07,7.86
4360,hesitate,-2.9904400067337633e-07,4.0
4361,apron,-2.9765953035720827e-07,5.8
4362,supporter,-2.957025105143271e-07,6.05
4363,mosque,-2.952390255721767e-07,4.11
4364,founder,-2.9155101627098566e-07,5.45
4365,dome,-2.901872657769718e-07,5.95
4366,ensure,-2.9012387284126653e-07,5.71
4367,comic,-2.8886451315425954e-07,7.5
4368,sustain,-2.882066076449058e-07,5.68
4369,bulk,-2.8778203760351323e-07,4.89
4370,mutiny,-2.870496961793201e-07,4.2
4371,muse,-2.853487428243022e-07,6.3
4372,leap,-2.8443539754844515e-07,4.8
4373,accessible,-2.7811598949033283e-07,6.68
4374,enlightenment,-2.7329863549567046e-07,6.79
4375,access,-2.694106399792114e-07,6.68
4376,infection,-2.693776432795743e-07,2.0
4377,suitable,-2.688526383017147e-07,5.7
4378,rightful,-2.6802684042342984e-07,6.0
4379,nemesis,-2.674538124210664e-07,2.44
4380,ripple,-2.658945271368414e-07,6.17
4381,encouragement,-2.599084885241318e-07,6.7
4382,slant,-2.598010806117064e-07,4.84
4383,liquid,-2.5766328071703645e-07,5.35
4384,sparkle,-2.57423485139352e-07,7.1
4385,debt,-2.551133871078352e-07,1.95
4386,customer,-2.549726238381281e-07,5.86
4387,curtains,-2.532959575956423e-07,5.44
4388,architect,-2.524067712253471e-07,6.21
4389,exercise,-2.51212302765369e-07,6.33
4390,variety,-2.5026281953858386e-07,6.41
4391,appreciate,-2.4634223909760423e-07,7.33
4392,tender,-2.459976246952829e-07,6.47
4393,relieve,-2.4295044498412466e-07,7.25
4394,peculiar,-2.4134642641615595e-07,4.68
4395,sorcerer,-2.4110752890512305e-07,5.76
4396,approval,-2.3997763423188035e-07,6.75
4397,farmland,-2.3729274012010725e-07,6.58
4398,compressed,-2.367596168006969e-07,4.0
4399,chip,-2.3648502034102514e-07,6.32
4400,theater,-2.356026199847997e-07,6.14
4401,discovery,-2.3488791382251913e-07,6.81
4402,develop,-2.3003298923720085e-07,6.05
4403,cabin,-2.2685975924341636e-07,5.9
4404,free,-2.2412904310030086e-07,8.25
4405,pursuit,-2.2383197927772214e-07,4.79
4406,flap,-2.2247765841190934e-07,5.74
4407,object,-2.222556753210147e-07,5.52
4408,stimulation,-2.1638744544487157e-07,5.14
4409,ample,-2.1164056057560815e-07,5.89
4410,wind,-2.1086771649885937e-07,5.67
4411,observe,-2.0762285765664013e-07,5.3
4412,integral,-2.0561731432006747e-07,5.19
4413,defeated,-2.0249886811818385e-07,2.59
4414,reservoir,-2.0050187655532942e-07,5.37
4415,harbor,-1.9330080128260014e-07,5.86
4416,cooperation,-1.928073541303929e-07,6.62
4417,needy,-1.9252039185069236e-07,2.9
4418,delicious,-1.9145807493500798e-07,7.38
4419,mold,-1.8647725992873565e-07,2.71
4420,grocery,-1.856286618908316e-07,6.62
4421,full,-1.821207490075469e-07,6.0
4422,colorful,-1.8048921027553097e-07,7.43
4423,chapel,-1.7986463287921842e-07,6.67
4424,mobility,-1.7944442441223765e-07,5.53
4425,freighter,-1.7849735218538874e-07,4.83
4426,thrill,-1.7717307198433785e-07,7.37
4427,blog,-1.7536613462294384e-07,5.14
4428,agricultural,-1.750665028614947e-07,5.5
4429,pavilion,-1.7480194127039952e-07,6.1
4430,comb,-1.7457968371689214e-07,5.65
4431,provider,-1.7329455842193808e-07,6.26
4432,lounge,-1.7152302848133885e-07,5.95
4433,tie,-1.6826536284389468e-07,5.33
4434,alter,-1.6432134529877855e-07,4.57
4435,elf,-1.6272204197358918e-07,6.1
4436,gesture,-1.5993730769939567e-07,5.75
4437,journey,-1.5882778272001877e-07,6.65
4438,active,-1.5845821279092236e-07,6.47
4439,involve,-1.583236675587139e-07,5.44
4440,staple,-1.5709180482363175e-07,5.0
4441,win,-1.564122896726115e-07,6.97
4442,digital,-1.5250399685710172e-07,6.0
4443,voltage,-1.5228609063628758e-07,4.96
4444,porcelain,-1.4676674370992677e-07,6.14
4445,dazzling,-1.4552756407345177e-07,6.5
4446,mirror,-1.4494952016094742e-07,5.9
4447,meet,-1.4003248397458224e-07,6.09
4448,sincere,-1.3740261792701455e-07,6.86
4449,marry,-1.3162655359185335e-07,7.09
4450,tradition,-1.3133001898923195e-07,6.09
4451,hike,-1.2749702994250928e-07,6.68
4452,deserve,-1.268927452951115e-07,6.77
4453,straightforward,-1.2417629297739596e-07,6.14
4454,gunnery,-1.211894994843088e-07,3.89
4455,historic,-1.205234281535298e-07,6.2
4456,install,-1.199133755948784e-07,5.95
4457,provision,-1.1777589551344329e-07,5.74
4458,tune,-1.1706787791480415e-07,7.0
4459,towering,-1.1562596684017856e-07,4.35
4460,career,-1.123881757873013e-07,6.11
4461,quake,-1.0930733863416069e-07,3.3
4462,event,-1.0702213926814705e-07,6.21
4463,tourism,-1.065763082447671e-07,5.35
4464,conserve,-1.0358745488927201e-07,5.9
4465,path,-1.032476761325867e-07,5.71
4466,decade,-1.0234016289234784e-07,4.75
4467,string,-1.0187661627266331e-07,5.25
4468,couch,-1.0172959313635562e-07,6.52
4469,orderly,-9.963120007275511e-08,6.36
4470,diocese,-9.820824317779049e-08,5.05
4471,attorney,-9.615811235623503e-08,3.67
4472,iron,-9.220624518080358e-08,5.03
4473,youth,-9.103964168391138e-08,6.53
4474,pickup,-9.068334087288703e-08,4.84
4475,lyrics,-9.003480759203769e-08,6.42
4476,demeanor,-8.860454564265281e-08,5.32
4477,carpenter,-8.164636692194656e-08,5.94
4478,ridge,-7.916482068030344e-08,4.62
4479,trace,-7.746644602488504e-08,4.74
4480,successful,-7.688842585731004e-08,7.76
4481,respect,-7.65486109374769e-08,6.79
4482,dye,-7.466372832498624e-08,5.25
4483,premise,-7.226264744456901e-08,5.43
4484,mundane,-7.179441082784399e-08,3.63
4485,picturesque,-6.911660506737916e-08,7.35
4486,cargo,-6.895081605257101e-08,5.21
4487,freshwater,-6.89312157492461e-08,7.29
4488,initiate,-6.824055352970082e-08,6.1
4489,inheritance,-6.325774513464093e-08,6.8
4490,conquest,-6.22748631782614e-08,5.9
4491,fuel,-6.086216992113376e-08,4.1
4492,teach,-6.066754954763241e-08,7.06
4493,camping,-5.828935596440129e-08,6.09
4494,team,-5.7765714523191285e-08,5.91
4495,graduate,-5.6342077953197e-08,7.26
4496,deter,-5.573011671762551e-08,4.05
4497,flavor,-5.496273444415917e-08,6.45
4498,ancient,-5.083347412141787e-08,7.24
4499,combine,-4.96327196194044e-08,4.84
4500,walk,-4.8986182936648204e-08,6.77
4501,scenery,-4.687526831044972e-08,6.18
4502,sniper,-4.600583825472201e-08,3.5
4503,relaxation,-4.449920237153959e-08,8.0
4504,progressive,-4.43240220522149e-08,6.26
4505,nap,-4.422630514254467e-08,6.53
4506,sponsorship,-4.122008927185303e-08,5.71
4507,icon,-4.1083391579046665e-08,6.05
4508,butter,-4.065687516559714e-08,6.36
4509,inevitable,-3.854606630236679e-08,4.1
4510,prima,-3.851814688038413e-08,4.6
4511,irrelevant,-3.8323872267012286e-08,3.35
4512,investment,-3.809877094119529e-08,5.14
4513,pot,-3.774849122901995e-08,5.81
4514,educational,-3.757684007242121e-08,6.6
4515,exchange,-3.638080029810315e-08,5.9
4516,palm,-3.432574717970285e-08,6.05
4517,rapid,-2.9845802971026644e-08,4.57
4518,interruption,-2.6863462752879652e-08,3.81
4519,stomach,-2.653232292590112e-08,4.53
4520,query,-2.6117627642772374e-08,5.24
4521,striped,-2.3679391688199065e-08,4.81
4522,lift,-2.2576837548005722e-08,5.32
4523,powder,-2.230452659605457e-08,5.26
4524,boutique,-2.212553118805278e-08,6.1
4525,council,-2.085539554006889e-08,5.0
4526,margarita,-1.8485528896957277e-08,6.33
4527,heritage,-1.6517283236804378e-08,6.86
4528,roof,-1.5424196096273437e-08,4.48
4529,viola,-1.390089569841546e-08,6.2
4530,outlook,-1.1137225137495706e-08,6.15
4531,roast,-1.0291663248470252e-08,5.74
4532,contender,-7.319607855012696e-09,5.0
4533,premises,-2.849241999743531e-09,5.05
4534,connection,-7.706415929780186e-10,6.0
4535,bottle,1.8263056391261332e-09,5.47
4536,auditorium,2.6245074887948825e-09,6.05
4537,express,5.077453058308343e-09,5.53
4538,spectacle,5.892754478820095e-09,5.61
4539,discreet,7.423207414499385e-09,5.05
4540,educate,7.81695801182746e-09,7.48
4541,easy,7.961947462615961e-09,7.47
4542,engage,8.243963464428961e-09,6.6
4543,rigorous,1.8185725212764178e-08,4.81
4544,meadow,1.9852855058973457e-08,7.3
4545,aunt,2.2347706848613856e-08,6.56
4546,sufficient,2.3538228974736335e-08,6.1
4547,bubble,2.7148150001192292e-08,6.43
4548,explosion,2.8648563876126385e-08,3.17
4549,beard,2.9833209746338296e-08,5.09
4550,sherry,3.142306375288525e-08,5.95
4551,rise,3.205087647207689e-08,5.73
4552,rosemary,3.927884447326354e-08,6.37
4553,promise,3.995443124664485e-08,6.64
4554,sample,4.203889442111475e-08,5.76
4555,nightclub,4.353697660152791e-08,5.32
4556,horseback,4.738239809768766e-08,5.85
4557,assassination,4.858315229746201e-08,1.83
4558,tomb,4.8794457681820835e-08,3.58
4559,reach,4.8803722889134345e-08,5.78
4560,crimson,5.12083563264148e-08,5.67
4561,bin,5.159828095616711e-08,4.95
4562,sizable,5.491377754370438e-08,6.62
4563,beautiful,5.688418704533516e-08,7.61
4564,amateur,5.7136453275828304e-08,4.58
4565,considerable,5.851612652047443e-08,6.0
4566,resemblance,6.396530052854565e-08,5.68
4567,glance,6.582449902694156e-08,5.71
4568,elegant,6.589933660162045e-08,7.0
4569,detailed,6.672261327125834e-08,6.1
4570,skyline,7.221673301490335e-08,6.17
4571,exotic,7.262765676911047e-08,7.55
4572,guest,7.430503575715092e-08,6.14
4573,attraction,7.515276350470944e-08,7.0
4574,await,7.721439955592675e-08,5.33
4575,mansion,8.255697820161441e-08,6.62
4576,lust,8.60747145985801e-08,6.26
4577,relate,8.690747790718112e-08,6.05
4578,willing,8.895128028920305e-08,6.83
4579,overrun,9.570762855270105e-08,3.14
4580,bunch,9.888199791468816e-08,5.83
4581,creative,9.980274161732376e-08,7.06
4582,dictionary,1.0128739793187808e-07,6.05
4583,wrinkled,1.0532212888399635e-07,3.74
4584,curb,1.0949854992170494e-07,4.65
4585,emerald,1.1238273178934554e-07,7.3
4586,capable,1.1255093640908048e-07,7.05
4587,instruction,1.1300645676209616e-07,5.22
4588,mummy,1.1475461610584621e-07,4.81
4589,drought,1.1569695607116515e-07,2.79
4590,cater,1.1869660319444958e-07,5.73
4591,dense,1.2095267021283718e-07,4.68
4592,herbs,1.216316774679662e-07,6.09
4593,distinguished,1.2225233288314558e-07,6.62
4594,masterpiece,1.2266770379692878e-07,7.14
4595,ambitious,1.2327980185300458e-07,6.33
4596,establish,1.2362011486861946e-07,5.58
4597,record,1.290698548939582e-07,5.89
4598,complement,1.2934345936197836e-07,6.7
4599,embrace,1.335018317190814e-07,7.0
4600,sister,1.339255101528528e-07,7.0
4601,kit,1.3565343943129484e-07,6.1
4602,promotion,1.3624935889442404e-07,7.1
4603,hopeful,1.3707709080825066e-07,7.44
4604,improvement,1.3726693671537818e-07,6.53
4605,convenient,1.3825872472274846e-07,7.15
4606,tennis,1.4285356680678507e-07,5.4
4607,summer,1.4674502375764234e-07,7.5
4608,ninety,1.475867085783584e-07,4.65
4609,humidity,1.4779052998995881e-07,3.86
4610,flute,1.4797460206929702e-07,6.29
4611,miniature,1.4943312891951832e-07,6.11
4612,vibration,1.5392072002812923e-07,5.53
4613,steaming,1.557263470767604e-07,5.05
4614,halt,1.5898509872128286e-07,4.42
4615,fund,1.5933882900216124e-07,6.55
4616,winter,1.6343608815286558e-07,5.5
4617,continental,1.6579385160124063e-07,5.4
4618,sexy,1.6799765358473573e-07,7.42
4619,tug,1.726699750299876e-07,4.47
4620,merchant,1.7753107535896844e-07,5.21
4621,prosperous,1.783430807865647e-07,7.16
4622,orphaned,1.7925794836467132e-07,2.55
4623,heal,1.826968955379963e-07,7.41
4624,commitment,1.8343966517805367e-07,6.33
4625,bunker,1.8442418231400854e-07,4.7
4626,dance,1.850608872404993e-07,7.27
4627,interior,1.8559677465232233e-07,5.79
4628,wander,1.8935343136198873e-07,5.9
4629,valuable,1.8939973114162387e-07,7.17
4630,ripe,1.8946506113911203e-07,5.57
4631,react,1.909774157380732e-07,5.15
4632,poetry,1.940190688433837e-07,6.15
4633,reasoning,1.94751682257039e-07,6.25
4634,aim,1.957337169971689e-07,5.95
4635,fore,1.962045005333979e-07,5.05
4636,glee,1.9649060890627087e-07,6.95
4637,zoo,1.9750928010954726e-07,7.0
4638,entrance,1.976123139888943e-07,6.05
4639,gain,1.987694932366673e-07,5.9
4640,ordnance,2.0038249335755745e-07,4.52
4641,seaside,2.0278195508871555e-07,7.67
4642,arrange,2.0803852618841078e-07,5.15
4643,soft,2.113840745903798e-07,7.13
4644,original,2.113915383357294e-07,7.5
4645,future,2.1313016076519885e-07,6.68
4646,lend,2.1684552902375329e-07,4.95
4647,stellar,2.168589960197901e-07,5.95
4648,moonlight,2.1696284419753237e-07,7.05
4649,grassy,2.17662655288553e-07,6.0
4650,squat,2.2043222783670502e-07,4.65
4651,pleasant,2.2285160773991543e-07,7.24
4652,automated,2.2475576496224411e-07,4.74
4653,egg,2.3042298636505302e-07,5.95
4654,good,2.310710867629512e-07,7.89
4655,fluorescent,2.332525961592132e-07,5.16
4656,compatibility,2.3711758040852646e-07,6.5
4657,sleepy,2.3804685500561362e-07,4.36
4658,swimming,2.49604719485911e-07,7.2
4659,dozen,2.553612595823651e-07,5.78
4660,museum,2.5869444025100626e-07,6.67
4661,decoration,2.605777343345217e-07,6.71
4662,independent,2.657725914650917e-07,6.86
4663,shootout,2.677803112490403e-07,3.32
4664,cobra,2.727907742958169e-07,4.42
4665,cotton,2.756671742994877e-07,6.05
4666,champion,2.7703896503558947e-07,7.33
4667,inner,2.7961619998954914e-07,5.11
4668,receipt,2.8092540611118766e-07,5.41
4669,authentic,2.839443153942404e-07,6.91
4670,diabetes,2.852579462133318e-07,2.74
4671,lifetime,2.852775601937944e-07,7.3
4672,campus,2.872834964801842e-07,6.44
4673,botanical,2.8817248394640164e-07,5.77
4674,goodwill,2.8862901517219617e-07,6.47
4675,advance,2.990074483297066e-07,6.11
4676,annual,3.0108758668694153e-07,5.19
4677,smooth,3.039801151859035e-07,6.42
4678,biological,3.041935049893918e-07,6.57
4679,filmmaker,3.104783228476589e-07,5.48
4680,engineer,3.126974662739691e-07,5.79
4681,foe,3.136971178374637e-07,3.15
4682,wise,3.1483903088383765e-07,7.42
4683,technician,3.1496325597624164e-07,5.65
4684,predecessor,3.153162054283139e-07,5.11
4685,eager,3.17778498839146e-07,6.37
4686,worship,3.179669572265447e-07,5.57
4687,wharf,3.1838568663918504e-07,5.24
4688,pleased,3.1951700729324073e-07,7.82
4689,suppression,3.316747948176509e-07,3.68
4690,advertising,3.32349679804204e-07,4.68
4691,dessert,3.3427086106504095e-07,7.2
4692,recapture,3.371569021135464e-07,4.9
4693,baseball,3.44223166626739e-07,5.79
4694,advocate,3.477039620623327e-07,5.25
4695,receive,3.5260030830563974e-07,7.14
4696,sec,3.586131492501939e-07,4.74
4697,volunteer,3.591260908991297e-07,7.35
4698,junk,3.605147953884952e-07,3.57
4699,esteem,3.611339873307169e-07,6.38
4700,ceramic,3.6147470858381857e-07,5.74
4701,patented,3.615881798239388e-07,5.05
4702,exhibition,3.6532996314000054e-07,5.53
4703,reborn,3.662570625303137e-07,5.59
4704,lush,3.71880845859383e-07,6.48
4705,christmas,3.7323487588969775e-07,8.37
4706,pottery,3.748116623412493e-07,5.79
4707,bonnet,3.7690302625378596e-07,4.89
4708,fable,3.7831943381731275e-07,5.75
4709,spell,3.8304165184364447e-07,6.18
4710,yahoo,3.877449885799263e-07,4.95
4711,fortunate,3.896777926865047e-07,7.33
4712,button,3.903379255226307e-07,5.48
4713,arctic,3.9245147738046587e-07,4.45
4714,honey,3.9266749948981e-07,7.27
4715,trader,3.936025389170613e-07,5.47
4716,publish,3.974919349841963e-07,5.91
4717,manned,3.9882195234282786e-07,5.14
4718,silk,4.004555342722333e-07,6.55
4719,geologist,4.039034768750042e-07,6.62
4720,mineral,4.0393117725634475e-07,6.05
4721,eligible,4.1008595558945704e-07,6.45
4722,performance,4.1151121192341754e-07,6.2
4723,adoption,4.140495507427611e-07,6.68
4724,style,4.1419921398331e-07,6.81
4725,cub,4.1807052011839463e-07,6.71
4726,skill,4.224897542710111e-07,6.65
4727,architectural,4.228882894852932e-07,6.32
4728,outfit,4.22921604292803e-07,6.05
4729,rim,4.2633100128900797e-07,4.6
4730,pew,4.287769827826006e-07,5.38
4731,mystery,4.2880373785688514e-07,5.29
4732,slim,4.288720639193819e-07,6.63
4733,intensity,4.3107525486927673e-07,5.19
4734,exit,4.317203470675283e-07,5.35
4735,display,4.329610755746826e-07,6.19
4736,salad,4.349556565821921e-07,6.35
4737,lighting,4.3741878208436457e-07,6.52
4738,chart,4.4094584356520655e-07,5.35
4739,smart,4.411045558869637e-07,7.73
4740,disciplined,4.424456631346718e-07,6.15
4741,open,4.456957074303001e-07,6.14
4742,join,4.4631536618673923e-07,5.83
4743,ritual,4.4667555617235643e-07,4.52
4744,vibrant,4.5145087188581495e-07,7.37
4745,efficiency,4.541246945398425e-07,6.74
4746,chatter,4.5970372688728754e-07,5.9
4747,evident,4.622568787465466e-07,5.1
4748,skilled,4.6448167291199293e-07,7.05
4749,sore,4.672671222912446e-07,2.8
4750,achievement,4.694716672776211e-07,7.28
4751,discover,4.711316959939609e-07,7.18
4752,interest,4.7146746310172753e-07,6.66
4753,refrain,4.771573549287403e-07,5.3
4754,compact,4.77228439573855e-07,4.95
4755,safari,4.777342862302768e-07,6.15
4756,expose,4.7784246285845e-07,4.14
4757,walnut,4.780971549952125e-07,6.39
4758,sergeant,4.812984802001393e-07,3.89
4759,commanding,4.848126143996295e-07,4.57
4760,tour,4.848761410394808e-07,6.0
4761,refuge,4.877428973223036e-07,5.95
4762,neat,4.887529447457813e-07,6.95
4763,technical,4.929827051495928e-07,5.0
4764,promotional,4.94762697856449e-07,5.45
4765,circular,4.992800078477483e-07,5.47
4766,macro,5.001772335431568e-07,5.2
4767,tablet,5.110198694572669e-07,6.21
4768,interaction,5.140712629519175e-07,5.62
4769,berth,5.1683756102823e-07,4.52
