"feat","avg(vad_eb.V)","avg(vad_eb.A)","avg(vad_eb.D)","avg(vad_eb.V > 3)","avg(vad_eb.A > 3)","avg(vad_eb.D > 3)"
"utter","2.430000","3.290000","3.140000","0.0000","1.0000","1.0000"
"uttered","3.000000","2.890000","3.110000","0.0000","0.0000","1.0000"
"utterly","2.300000","3.700000","2.700000","0.0000","1.0000","0.0000"
"uwax5","3.000000","3.200000","3.200000","0.0000","1.0000","1.0000"
"uwsa","2.625000","3.060000","2.935000","0.0000","0.5000","0.5000"
"uzbekistan","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"v","3.031818","3.059091","3.088182","0.2727","0.5455","0.5455"
"v-i","3.000000","2.820000","2.945000","0.0000","0.0000","0.0000"
"va","3.000000","2.780000","3.000000","0.0000","0.0000","0.0000"
"vacant","3.080000","2.830000","3.250000","1.0000","0.0000","1.0000"
"vacate","2.800000","3.000000","3.000000","0.0000","0.0000","0.0000"
"vacating","2.800000","3.300000","2.900000","0.0000","1.0000","0.0000"
"vacation","3.108750","3.080000","3.068750","0.5000","0.5000","0.5000"
"vacation-for-two","3.000000","2.890000","3.110000","0.0000","0.0000","1.0000"
"vacationers","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"vacationing","3.400000","2.850000","2.850000","1.0000","0.5000","0.0000"
"vacations","3.800000","3.200000","3.200000","1.0000","1.0000","1.0000"
"vaccinated","2.880000","3.120000","3.120000","0.0000","1.0000","1.0000"
"vaccination","3.000000","3.100000","3.100000","0.0000","1.0000","1.0000"
"vaccine","2.777500","3.083750","2.932500","0.2500","0.6250","0.2500"
"vaccines","3.175000","3.000000","3.175000","1.0000","0.0000","1.0000"
"vacuum","2.856667","3.066667","3.110000","0.0000","0.3333","0.6667"
"vagrants","2.800000","3.100000","3.300000","0.0000","1.0000","1.0000"
"vague","2.996667","2.926667","3.030000","0.3333","0.3333","0.3333"
"vaguely","2.670000","2.890000","2.560000","0.0000","0.0000","0.0000"
"vain","1.900000","3.800000","2.800000","0.0000","1.0000","0.0000"
"vainly","2.670000","2.890000","2.890000","0.0000","0.0000","0.0000"
"valdez","2.570000","2.860000","2.710000","0.0000","0.0000","0.0000"
"valentine's","2.200000","3.000000","2.600000","0.0000","0.0000","0.0000"
"valery","2.960000","2.783333","3.073333","0.0000","0.0000","0.6667"
"valiantly","2.750000","3.400000","2.950000","0.0000","1.0000","0.5000"
"valid","2.878000","2.972000","3.070000","0.2000","0.2000","0.2000"
"validity","3.165000","3.220000","3.165000","0.5000","1.0000","1.0000"
"valley","2.912826","2.937174","3.030217","0.2609","0.1957","0.3913"
"valuable","3.256000","3.103000","3.228000","0.7000","0.6000","0.9000"
"value","2.948077","3.036538","3.077308","0.3077","0.4231","0.5769"
"valued","3.098750","2.876250","3.122500","0.6250","0.2500","0.6250"
"values","3.131250","2.988750","3.027500","0.6250","0.5000","0.3750"
"values-based","3.000000","3.000000","3.250000","0.0000","0.0000","1.0000"
"vampire","2.859615","3.264231","3.014615","0.1923","0.8077","0.3462"
"vampires","3.128571","3.171429","3.114286","0.7143","0.7143","0.4286"
"van","3.058000","2.940000","3.028000","0.6000","0.4000","0.4000"
"vancouver","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"vandalism","2.450000","3.180000","3.180000","0.0000","1.0000","1.0000"
"vanderbilt","3.110000","2.890000","3.165000","0.5000","0.0000","1.0000"
"vandy","3.200000","3.200000","3.400000","1.0000","1.0000","1.0000"
"vanished","2.920000","2.675000","2.990000","0.0000","0.2500","0.2500"
"vanity","2.820000","2.910000","3.000000","0.0000","0.0000","0.0000"
"vargas","3.100000","3.300000","3.200000","1.0000","1.0000","1.0000"
"variables","3.036667","2.893333","3.076667","0.3333","0.0000","0.3333"
"variation","3.100000","2.600000","2.800000","1.0000","0.0000","0.0000"
"variations","3.000000","2.933333","3.066667","0.3333","0.0000","0.6667"
"varied","3.035000","3.035000","3.040000","0.5000","0.5000","0.5000"
"varietal","2.860000","2.860000","3.140000","0.0000","0.0000","1.0000"
"varieties","3.025000","2.837500","3.080000","0.2500","0.2500","0.5000"
"variety","3.256364","3.122727","3.176364","0.9091","0.6364","0.6364"
"various","3.024286","2.997143","3.087143","0.4286","0.2857","0.6429"
"vary","2.750000","3.100000","2.850000","0.0000","0.5000","0.0000"
"varying","2.800000","2.600000","3.100000","0.0000","0.0000","1.0000"
"vast","3.128889","3.057778","3.071111","0.7778","0.4444","0.6667"
"vastly","2.953333","2.933333","3.100000","0.3333","0.0000","0.6667"
"vault","3.022222","3.031111","3.071111","0.5556","0.4444","0.6667"
"vaulted","2.650000","3.100000","3.000000","0.0000","1.0000","0.5000"
"vcr-owners","2.500000","3.250000","3.000000","0.0000","1.0000","0.0000"
"ve","3.226957","3.190870","3.149130","0.6957","0.6957","0.7391"
"veal","1.880000","3.500000","2.750000","0.0000","1.0000","0.0000"
"vega","3.144000","2.990000","3.058000","0.4000","0.4000","0.4000"
"vegas","3.062373","2.977288","3.111186","0.5085","0.3220","0.6949"
"vegetable","2.800000","3.050000","3.150000","0.5000","0.5000","0.5000"
"vegetables","3.172222","3.094444","3.164444","0.8889","0.4444","0.6667"
"vegetarian","3.150000","3.150000","3.100000","0.5000","1.0000","1.0000"
"veggie","3.120000","3.000000","2.880000","1.0000","0.0000","0.0000"
"veggies","3.100000","2.800000","2.900000","1.0000","0.0000","0.0000"
"vehement","2.800000","3.100000","3.100000","0.0000","1.0000","1.0000"
"vehicle","2.963333","2.966667","3.036667","0.0000","0.0000","0.3333"
"vehicle's","3.000000","3.100000","3.000000","0.0000","1.0000","0.0000"
"vehicles","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"vein","3.000000","3.100000","2.800000","0.0000","1.0000","0.0000"
"veined","2.300000","3.500000","2.600000","0.0000","1.0000","0.0000"
"veins","3.370000","3.130000","3.120000","1.0000","1.0000","1.0000"
"velcro","3.100000","2.800000","3.200000","1.0000","0.0000","1.0000"
"velvet","3.020000","3.113333","2.968333","0.5000","0.5000","0.5000"
"velvety","3.140000","3.000000","3.140000","1.0000","0.0000","1.0000"
"vendor","2.700000","2.800000","3.200000","0.0000","0.0000","1.0000"
"veneer","2.800000","3.100000","3.200000","0.0000","1.0000","1.0000"
"veneration","3.000000","2.800000","2.900000","0.0000","0.0000","0.0000"
"venetian","2.910000","2.640000","3.000000","0.0000","0.0000","0.0000"
"venezuela","2.800000","3.200000","3.050000","0.0000","0.5000","0.5000"
"venezuelan","2.600000","2.900000","2.700000","0.0000","0.0000","0.0000"
"venkatarmani","3.000000","2.950000","3.050000","0.0000","0.0000","0.7500"
"venom","2.900000","2.900000","3.100000","0.0000","0.0000","1.0000"
"vent","2.700000","3.000000","3.100000","0.0000","0.0000","1.0000"
"venture","3.120000","2.880000","3.000000","1.0000","0.0000","0.0000"
"ventures","3.000000","3.100000","3.025000","0.5000","0.5000","0.5000"
"venue","3.033333","3.100000","3.133333","0.6667","0.3333","0.6667"
"venues","3.130000","2.656667","3.033333","0.6667","0.0000","0.6667"
"verde","3.000000","3.220000","3.560000","0.0000","1.0000","1.0000"
"verdict","2.700000","3.150000","3.050000","0.0000","0.5000","0.5000"
"verify","2.800000","3.100000","2.975000","0.5000","0.5000","0.5000"
"verizon","3.000000","2.700000","3.000000","0.0000","0.0000","0.0000"
"vermont","3.112500","2.922500","3.137500","0.5000","0.0000","0.5000"
"vernacular","2.900000","2.900000","3.000000","0.0000","0.0000","0.0000"
"verniero","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"version","2.985000","2.962000","2.979000","0.3000","0.4000","0.4000"
"versions","3.200000","3.100000","3.100000","0.5000","0.5000","0.5000"
"versus","2.800000","3.000000","3.100000","0.0000","0.0000","1.0000"
"vertically","3.000000","3.120000","3.000000","0.0000","1.0000","0.0000"
"very","3.031868","3.061209","3.051648","0.4176","0.4176","0.4615"
"veteran","2.900000","3.100000","2.900000","0.0000","1.0000","0.0000"
"veterinary","3.140000","2.860000","3.140000","1.0000","0.0000","1.0000"
"veto","2.600000","3.200000","2.900000","0.0000","1.0000","0.0000"
"vetted","2.900000","2.600000","2.900000","0.0000","0.0000","0.0000"
"via","2.980000","2.890000","2.954286","0.1429","0.1429","0.2857"
"viability","3.000000","3.000000","2.900000","0.0000","0.0000","0.0000"
"viable","2.620000","2.750000","3.120000","0.0000","0.0000","1.0000"
"vial","3.000000","3.290000","3.140000","0.0000","1.0000","1.0000"
"vibrant","3.433333","3.266667","3.200000","1.0000","0.6667","1.0000"
"vibrantly","3.300000","3.100000","3.000000","1.0000","1.0000","0.0000"
"vibration","3.050000","2.830000","3.072500","0.5000","0.0000","0.5000"
"vibrations","4.100000","3.800000","3.200000","1.0000","1.0000","1.0000"
"vicarious","2.850000","2.700000","2.950000","0.5000","0.0000","0.0000"
"vice","3.061111","2.985556","3.037778","0.5556","0.5556","0.5556"
"viceroy","3.100000","3.000000","3.100000","1.0000","0.0000","1.0000"
"vices","3.000000","3.200000","3.100000","0.0000","1.0000","1.0000"
"vichyssoise","3.445000","3.170000","3.220000","0.5000","0.5000","0.5000"
"victim","2.640000","3.006667","2.893333","0.0000","0.3333","0.0000"
"victimized","2.700000","3.100000","3.000000","0.0000","1.0000","0.0000"
"victims","2.301429","3.244286","2.957143","0.0000","0.8571","0.4286"
"victoria","3.162727","2.990000","3.116364","0.7273","0.4545","0.7273"
"victorian","3.000000","2.860000","3.140000","0.0000","0.0000","1.0000"
"victories","3.370000","3.193333","3.463333","1.0000","0.6667","0.6667"
"victorious","3.670000","3.330000","3.560000","1.0000","1.0000","1.0000"
"victory","3.179167","3.111667","3.197500","0.6667","0.5833","0.7500"
"vid","2.845000","3.095000","2.950000","0.0000","0.5000","0.0000"
"video","2.935333","3.144667","2.988667","0.2667","0.5333","0.3333"
"video-game","3.200000","3.400000","3.300000","1.0000","1.0000","1.0000"
"videogames","2.370000","3.630000","3.120000","0.0000","1.0000","1.0000"
"videos","2.700000","2.900000","3.100000","0.0000","0.0000","1.0000"
"videotaped","3.000000","2.730000","3.370000","0.0000","0.0000","1.0000"
"vie","3.120000","2.880000","3.380000","1.0000","0.0000","1.0000"
"vienna","3.100000","2.850000","2.950000","0.5000","0.0000","0.0000"
"vietnam","3.157500","2.955000","3.050000","0.7500","0.2500","0.5000"
"vietnamese","3.050000","2.950000","3.000000","0.5000","0.5000","0.0000"
"view","2.913913","3.050000","2.993913","0.3043","0.3478","0.3478"
"viewed","2.815000","3.036667","3.001667","0.3333","0.3333","0.6667"
"viewer","3.000000","2.933333","3.066667","0.3333","0.0000","0.6667"
"viewer's","2.600000","2.900000","3.000000","0.0000","0.0000","0.0000"
"viewers","2.936000","3.008000","3.064000","0.2000","0.6000","0.6000"
"viewership","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"viewing","2.825000","2.925000","3.000000","0.0000","0.2500","0.2500"
"viewitem","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"viewpoints","3.000000","2.700000","3.100000","0.0000","0.0000","1.0000"
"views","3.161250","2.975000","3.050000","0.7500","0.3750","0.6250"
"vigil","3.000000","3.830000","2.830000","0.0000","1.0000","0.0000"
"vigilance","3.000000","3.100000","3.300000","0.0000","1.0000","1.0000"
"vigilant","3.630000","3.500000","3.370000","1.0000","1.0000","1.0000"
"vii","2.600000","2.900000","2.900000","0.0000","0.0000","0.0000"
"vikes","2.400000","3.100000","2.700000","0.0000","1.0000","0.0000"
"viking","3.033333","2.843333","3.026667","0.3333","0.0000","0.6667"
"vile","2.570000","3.290000","3.000000","0.0000","1.0000","0.0000"
"village","3.024667","3.034667","3.071333","0.4000","0.2667","0.6667"
"villages","2.976923","2.961538","3.005385","0.4615","0.3077","0.3077"
"villainess","3.120000","3.120000","2.880000","1.0000","1.0000","0.0000"
"villainous","2.560000","2.890000","2.890000","0.0000","0.0000","0.0000"
"villiers","3.100000","2.900000","2.950000","1.0000","0.0000","0.0000"
"vindex","3.000000","2.750000","3.000000","0.0000","0.0000","0.0000"
"vindicates","3.000000","3.200000","3.195000","0.0000","0.5000","1.0000"
"vines","3.100000","2.950000","3.150000","1.0000","0.5000","0.5000"
"vineyard","3.175000","2.675000","3.175000","1.0000","0.0000","1.0000"
"vinho","3.000000","3.220000","3.560000","0.0000","1.0000","1.0000"
"vintners","2.939091","2.961818","3.046364","0.3636","0.4545","0.3636"
"violate","2.850000","3.000000","3.050000","0.0000","0.0000","0.5000"
"violated","2.550000","3.350000","3.150000","0.0000","1.0000","1.0000"
"violating","2.100000","3.500000","3.300000","0.0000","1.0000","1.0000"
"violation","2.574000","3.038000","3.124000","0.0000","0.4000","0.6000"
"violations","2.636000","3.050000","3.130000","0.0000","0.6000","0.8000"
"violators","2.250000","3.250000","3.380000","0.0000","1.0000","1.0000"
"violence","2.640000","3.133478","3.057826","0.0000","0.5652","0.5217"
"violent","2.741818","3.202727","3.172727","0.1818","0.5455","0.9091"
"violins","3.000000","2.900000","2.900000","0.0000","0.0000","0.0000"
"virgilia","2.880000","2.620000","2.880000","0.0000","0.0000","0.0000"
"virgin","3.000000","2.800000","3.200000","0.0000","0.0000","1.0000"
"virginia","2.950000","2.970000","3.005000","0.0000","0.2500","0.2500"
"virgins","3.000000","3.200000","3.000000","0.0000","1.0000","0.0000"
"virtual","3.285000","3.317500","3.265000","1.0000","1.0000","1.0000"
"virtually","3.080000","3.141667","3.138333","0.5000","0.6667","0.5000"
"virtues","3.296667","2.806667","3.090000","1.0000","0.3333","0.6667"
"virus","2.590000","2.975000","2.975000","0.0000","0.5000","0.5000"
"visa","2.940000","2.860000","2.920000","0.0000","0.2000","0.0000"
"visceral","2.300000","3.800000","3.100000","0.0000","1.0000","1.0000"
"visibility","2.900000","2.400000","3.000000","0.0000","0.0000","0.0000"
"visible","3.146000","3.102000","3.106000","0.6000","0.8000","0.8000"
"vision","3.211667","3.107500","3.078333","0.6667","0.5833","0.4167"
"visions","3.150000","3.150000","3.000000","1.0000","1.0000","0.0000"
"visit","3.181200","2.960400","3.110800","0.7600","0.2000","0.6800"
"visited","3.166667","2.883333","3.033333","0.6667","0.1667","0.3333"
"visiting","3.077500","3.047500","3.002500","0.6250","0.3750","0.5000"
"visitor","3.131667","3.060000","3.070000","0.5000","0.3333","0.5000"
"visitors","3.165714","2.953333","3.100476","0.7143","0.2381","0.7619"
"visits","3.120000","2.880000","3.120000","1.0000","0.0000","1.0000"
"vista","2.933750","3.022500","2.985000","0.2500","0.3750","0.5000"
"vista's","3.000000","3.290000","3.290000","0.0000","1.0000","1.0000"
"vistas","3.330000","3.110000","3.110000","1.0000","1.0000","1.0000"
"visual","3.056000","2.860000","3.068000","0.6000","0.0000","0.4000"
"visually","3.333333","3.266667","3.133333","1.0000","1.0000","1.0000"
"vital","3.049286","3.132857","3.084286","0.7143","0.7143","0.5000"
"vitality","2.910000","3.000000","3.000000","0.0000","0.0000","0.0000"
"vitally","2.300000","3.100000","3.000000","0.0000","1.0000","0.0000"
"viticultural","3.100000","2.933333","3.100000","0.3333","0.0000","0.6667"
"viticulture","3.235000","3.235000","3.110000","1.0000","1.0000","0.5000"
"vive","3.045000","2.895000","3.050000","0.5000","0.0000","0.5000"
"vivid","2.800000","3.105000","3.005000","0.0000","0.7500","0.5000"
"vividly","2.600000","3.000000","2.500000","0.0000","0.0000","0.0000"
"vocal","2.850000","2.750000","2.950000","0.0000","0.0000","0.5000"
"vocational","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"vodka","2.975000","3.057500","3.285000","0.2500","0.5000","0.7500"
"voeux","3.200000","2.900000","2.900000","1.0000","0.0000","0.0000"
"vogue","3.000000","2.700000","3.000000","0.0000","0.0000","0.0000"
"voice","2.815833","3.176667","2.985000","0.3333","0.6667","0.4167"
"voiced","2.900000","3.200000","2.900000","0.0000","1.0000","0.0000"
"voiceless","3.200000","3.500000","3.600000","1.0000","1.0000","1.0000"
"voices","2.904000","3.040000","2.888000","0.2000","0.4000","0.2000"
"void","2.996000","2.808000","3.096000","0.2000","0.2000","0.8000"
"volga","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"volkswagen","2.700000","2.600000","3.100000","0.0000","0.0000","1.0000"
"volleyball","3.400000","3.200000","3.000000","1.0000","1.0000","0.0000"
"voltage","3.100000","2.900000","3.000000","1.0000","0.0000","0.0000"
"volume","2.900000","2.900000","3.150000","0.0000","0.0000","1.0000"
"voluminous","3.000000","2.900000","3.100000","0.0000","0.0000","1.0000"
"voluntarily","2.600000","3.200000","3.000000","0.0000","1.0000","0.0000"
"voluntary","2.975000","2.875000","3.000000","0.5000","0.0000","0.0000"
"volunteer","3.146000","2.818000","3.092000","0.6000","0.0000","0.8000"
"volunteers","3.362000","3.135000","3.262000","1.0000","0.6000","1.0000"
"von","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"vory","3.000000","2.780000","3.000000","0.0000","0.0000","0.0000"
"vote","2.921111","2.997778","3.125556","0.2222","0.2222","0.4444"
"vote-swapping","2.750000","3.000000","3.120000","0.0000","0.0000","1.0000"
"voted","2.850000","3.106667","3.033333","0.0000","1.0000","0.3333"
"voter","3.000000","3.050000","3.000000","0.0000","0.5000","0.5000"
"voters","2.838750","2.968750","3.066250","0.2500","0.1250","0.6250"
"votes","2.927500","2.920000","3.030000","0.5000","0.5000","0.2500"
"vow","3.380000","3.380000","3.630000","1.0000","1.0000","1.0000"
"vows","3.025000","3.050000","3.140000","0.5000","0.5000","0.7500"
"vr","3.100000","2.700000","2.900000","1.0000","0.0000","0.0000"
"vs","2.980000","2.925000","2.995000","0.1667","0.1667","0.1667"
"vt","3.200000","2.700000","3.000000","1.0000","0.0000","0.0000"
"vulgar","2.730000","2.950000","3.005000","0.0000","0.0000","0.5000"
"vulgarity","3.000000","2.900000","2.700000","0.0000","0.0000","0.0000"
"vulnerable","2.850000","2.975000","2.800000","0.2500","0.2500","0.2500"
"w","2.950000","2.900000","3.075000","0.2500","0.0000","0.7500"
"w's","2.800000","3.100000","3.100000","0.0000","1.0000","1.0000"
"wa","3.100000","3.100000","3.050000","0.5000","0.5000","0.5000"
"wacko","2.000000","3.700000","2.600000","0.0000","1.0000","0.0000"
"wade","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"wading","3.100000","2.900000","3.100000","0.5000","0.0000","1.0000"
"waertsilae","2.918750","2.997500","3.056250","0.3750","0.5000","0.6250"
"wafer","3.200000","3.000000","3.100000","1.0000","0.0000","1.0000"
"wafers","3.050000","2.900000","3.000000","0.5000","0.0000","0.5000"
"wag","3.110000","3.110000","3.330000","1.0000","1.0000","1.0000"
"wage","2.786667","2.896667","2.970000","0.3333","0.0000","0.3333"
"wages","3.500000","3.150000","3.100000","1.0000","1.0000","0.5000"
"wagging","3.780000","3.560000","3.000000","1.0000","1.0000","0.0000"
"waging","2.800000","3.300000","3.500000","0.0000","1.0000","1.0000"
"wagner","3.000000","3.000000","3.120000","0.0000","0.0000","1.0000"
"wah","3.000000","2.700000","3.100000","0.0000","0.0000","1.0000"
"wai","3.116000","2.804000","2.996000","0.4000","0.0000","0.4000"
"waist","3.300000","3.200000","3.150000","1.0000","0.5000","1.0000"
"waists","2.600000","3.200000","2.900000","0.0000","1.0000","0.0000"
"wait","2.852353","3.100000","2.874118","0.1765","0.5882","0.2353"
"waited","2.806667","3.201667","2.886667","0.1667","1.0000","0.3333"
"waiting","2.907600","3.084800","2.966800","0.3200","0.5600","0.4000"
"waitress","2.725000","2.875000","3.150000","0.0000","0.5000","0.5000"
"waits","2.500000","3.100000","3.000000","0.0000","1.0000","0.0000"
"waived","3.000000","2.570000","3.570000","0.0000","0.0000","1.0000"
"waivers","2.780000","2.910000","2.960000","0.0000","0.3333","0.0000"
"wake","2.975000","2.975000","3.000000","0.2500","0.2500","0.2500"
"waking","3.200000","3.200000","3.200000","1.0000","1.0000","1.0000"
"wal","2.180000","3.270000","2.630000","0.0000","1.0000","0.0000"
"wal-mart","3.170000","3.060000","3.060000","1.0000","0.5000","0.5000"
"walbrecher","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"waldorf-astoria","3.000000","3.250000","3.120000","0.0000","1.0000","1.0000"
"wales","2.900000","2.800000","2.900000","0.0000","0.0000","0.0000"
"walk","3.059600","3.057200","3.088800","0.4000","0.4800","0.5600"
"walked","2.928400","2.970000","2.953600","0.3200","0.3200","0.3600"
"walker","3.240000","3.235000","3.150000","0.5000","0.5000","0.5000"
"walkers","2.700000","2.800000","2.800000","0.0000","0.0000","0.0000"
"walking","2.947692","3.013462","2.992692","0.2308","0.5000","0.2308"
"walks","3.237273","3.102727","3.132727","0.8182","0.4545","0.6364"
"walkway","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"wall","2.875556","3.035926","3.004074","0.2222","0.5185","0.4444"
"wall-e","3.300000","3.200000","3.000000","1.0000","1.0000","0.0000"
"wallace","3.000000","2.600000","3.000000","0.0000","0.0000","0.0000"
"walled","3.036000","2.790000","3.126000","0.2000","0.0000","0.6000"
"wallenbrock","3.200000","3.100000","3.400000","1.0000","1.0000","1.0000"
"wallet","2.835000","2.900000","2.945000","0.0000","0.0000","0.0000"
"walls","2.965556","2.936667","3.043333","0.2222","0.3333","0.3889"
"walmart","3.000000","3.100000","3.200000","0.0000","1.0000","1.0000"
"walnuts","3.400000","2.900000","3.000000","1.0000","0.0000","0.0000"
"walters","2.250000","3.250000","3.250000","0.0000","1.0000","1.0000"
"wambaugh's","3.000000","2.500000","2.880000","0.0000","0.0000","0.0000"
"wan","3.061765","2.958235","3.088824","0.4706","0.2353","0.5294"
"wanchai","3.120000","3.120000","3.120000","1.0000","1.0000","1.0000"
"wander","3.040000","3.050000","3.073333","0.3333","0.3333","0.6667"
"wandered","2.880000","3.000000","3.000000","0.0000","0.0000","0.0000"
"wandering","3.300000","2.900000","2.950000","1.0000","0.0000","0.0000"
"wanna","3.070000","2.950000","3.020000","0.5000","0.0000","0.5000"
"want","2.889242","3.151515","3.167879","0.3788","0.6515","0.6515"
"wanted","2.818846","3.159808","3.086923","0.2308","0.6923","0.5962"
"wants","2.912222","3.045556","3.135556","0.3333","0.5556","0.4444"
"war","2.879130","3.064130","3.080652","0.3261","0.6304","0.5435"
"war-torn","2.620000","3.000000","3.130000","0.0000","0.0000","1.0000"
"war-weary","2.880000","2.880000","2.880000","0.0000","0.0000","0.0000"
"warbler","3.200000","3.100000","3.300000","1.0000","1.0000","1.0000"
"ward","2.833333","3.060000","3.020000","0.6667","0.3333","0.3333"
"wardrobe","3.000000","2.900000","2.700000","0.0000","0.0000","0.0000"
"ware","3.140000","2.710000","3.000000","1.0000","0.0000","0.0000"
"warehouse","3.000000","3.000000","3.250000","0.0000","0.0000","1.0000"
"warehouse's","2.750000","2.380000","2.880000","0.0000","0.0000","0.0000"
"warehouses","2.730000","3.180000","3.000000","0.0000","1.0000","0.0000"
"wares","3.300000","3.200000","3.100000","1.0000","1.0000","1.0000"
"warfare","2.650000","3.000000","2.900000","0.0000","0.0000","0.0000"
"warground","2.710000","3.140000","3.000000","0.0000","1.0000","0.0000"
"warioware","3.500000","3.500000","3.370000","1.0000","1.0000","1.0000"
"wark","3.500000","3.000000","2.900000","1.0000","0.0000","0.0000"
"warlords","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"warm","3.071111","3.136667","3.124444","0.5556","0.6667","0.5556"
"warmest","3.450000","3.200000","3.150000","1.0000","1.0000","1.0000"
"warming","2.735000","2.936667","2.960000","0.1667","0.1667","0.5000"
"warmth","3.490000","3.120000","3.136667","1.0000","0.6667","0.6667"
"warn","2.285000","3.407500","3.257500","0.0000","1.0000","0.7500"
"warned","2.820000","3.000000","3.063333","0.0000","0.3333","0.6667"
"warner","3.130000","3.124000","3.060000","0.5000","0.5000","0.4000"
"warning","2.708750","3.025000","2.975000","0.0000","0.5000","0.2500"
"warnings","2.825000","3.200000","3.025000","0.2500","0.7500","0.5000"
"warns","2.718333","3.123333","3.100000","0.0000","0.6667","0.5000"
"warrants","3.070000","2.930000","3.120000","0.5000","0.0000","1.0000"
"warren","2.971250","2.892500","3.046250","0.2500","0.1250","0.5000"
"warring","3.200000","2.900000","2.900000","1.0000","0.0000","0.0000"
"warrior","3.100000","3.100000","3.100000","0.5000","0.5000","0.5000"
"warriors","3.250000","2.620000","3.250000","1.0000","0.0000","1.0000"
"wartenberg","2.900000","2.700000","3.100000","0.0000","0.0000","1.0000"
"wartime","3.000000","3.330000","3.330000","0.0000","1.0000","1.0000"
"was","2.916565","3.036031","3.013410","0.3155","0.4300","0.4186"
"wash","3.000000","2.670000","3.110000","0.0000","0.0000","1.0000"
"washed","2.795000","2.990000","3.115000","0.0000","0.5000","0.5000"
"washes","2.570000","2.860000","2.710000","0.0000","0.0000","0.0000"
"washing","2.915000","3.180000","2.960000","0.5000","0.5000","0.5000"
"washington","2.985789","2.984211","3.086842","0.3684","0.3684","0.5789"
"washington's","3.090000","3.090000","3.180000","1.0000","1.0000","1.0000"
"washington-based","3.400000","2.900000","3.200000","1.0000","0.0000","1.0000"
"wasn","2.746000","3.067000","2.994000","0.2000","0.5000","0.3000"
"wasn't","2.871111","3.035556","3.030370","0.2593","0.5185","0.5185"
"wasover","3.000000","2.860000","2.860000","0.0000","0.0000","0.0000"
"waste","2.730000","3.167143","3.282143","0.2857","0.7143","0.8571"
"watada","2.890000","2.890000","2.890000","0.0000","0.0000","0.0000"
"watch","3.011563","3.006875","3.057188","0.4063","0.4063","0.5000"
"watchdog","3.000000","3.300000","3.100000","0.0000","1.0000","1.0000"
"watched","2.862000","3.076000","3.025000","0.2000","0.5000","0.5000"
"watchers","3.070000","2.950000","3.005000","0.5000","0.5000","0.5000"
"watches","2.995000","2.851250","3.107500","0.2500","0.2500","0.8750"
"watchful","3.570000","2.710000","3.000000","1.0000","0.0000","0.0000"
"watching","3.107895","3.152632","3.045789","0.5789","0.6316","0.5263"
"watchlist","2.966667","2.976667","2.996667","0.3333","0.6667","0.3333"
"watchmen","3.100000","3.100000","3.150000","1.0000","1.0000","1.0000"
"water","3.048462","3.042051","3.084103","0.5385","0.4103","0.5385"
"water-drinking","1.800000","3.100000","2.400000","0.0000","1.0000","0.0000"
"waterfall","2.900000","3.300000","2.700000","0.0000","1.0000","0.0000"
"waterfalls","3.200000","2.900000","3.200000","1.0000","0.0000","1.0000"
"waterfront","3.174286","2.952857","3.055714","0.5714","0.2857","0.4286"
"waterfronts","3.300000","3.100000","3.200000","1.0000","1.0000","1.0000"
"waters","2.984000","2.994000","3.072000","0.2000","0.4000","0.4000"
"waterway","3.440000","3.220000","3.110000","1.0000","1.0000","1.0000"
"watery","3.350000","3.165000","3.175000","1.0000","1.0000","1.0000"
"wave","2.880000","3.134286","2.968571","0.2857","0.4286","0.4286"
"waved","3.025000","3.020000","3.010000","0.5000","0.5000","0.5000"
"waves","2.800000","3.100000","3.100000","0.0000","0.5000","0.5000"
"waving","2.636667","3.196667","2.800000","0.3333","0.6667","0.0000"
"way","3.021304","3.023354","3.079379","0.4099","0.4224","0.5714"
"way-station","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"wayne","3.110000","2.960000","3.000000","1.0000","0.5000","0.0000"
"ways","3.113571","3.148571","3.256429","0.7143","0.7857","0.9286"
"wc","3.000000","2.600000","2.800000","0.0000","0.0000","0.0000"
"we","3.028081","3.082952","3.101882","0.4373","0.5000","0.5775"
"we'd","2.974000","3.204000","3.286000","0.4000","0.6000","0.8000"
"we'll","3.284286","3.230000","3.057143","0.7143","0.5714","0.4286"
"we're","2.960256","3.208205","3.240769","0.4103","0.7436","0.7179"
"we've","3.191875","3.085625","3.164375","0.5625","0.5625","0.8750"
"weak","2.713333","2.886667","2.806667","0.3333","0.3333","0.0000"
