	tokens	ratings
11392	kitsch	3.55819
11393	payable	3.0018065
11394	bunch	3.3001611
11395	decorative	3.1722474
11396	cue	3.07378
11397	deviled	3.0672386
11398	guessing	2.8937116
11399	cheat	2.606785
11400	cabbage	3.1652102
11401	changes	2.941947
11402	bamboo	3.2319865
11403	crop	3.0008461
11404	]),	3.030321
11405	merely	2.6077595
11406	slid	2.8879256
11407	insists	2.606964
11408	purer	3.2274714
11409	august	3.0081415
11410	accepted	3.2665663
11411	stationing	2.9807892
11412	snacks	3.5489018
11413	urnings	3.030321
11414	budapest	3.2304587
11415	hearing	2.8170807
11416	1990	3.0168078
11417	taiwanese	3.150899
11418	spice	3.3859177
11419	arsonists	2.606444
11420	calculable	2.9597168
11421	petition	2.6947286
11422	judah	2.9871373
11423	gyllenhaal	3.0416071
11424	pregnant	2.6071625
11425	titanium	3.0368419
11426	airfare	3.1385598
11427	roadway	2.6262376
11428	arise	2.699729
11429	smith	3.001175
11430	goode	3.204567
11431	lashing	2.606444
11432	destruction	2.606444
11433	kung	3.2349255
11434	mounds	2.9436707
11435	themselves	2.6181545
11436	net	3.0960417
11437	till	2.8176064
11438	erotic	3.3495047
11439	kidman	2.769845
11440	contemplated	2.8366597
11441	distrust	2.606444
11442	device	2.9786103
11443	southeast	2.822486
11444	helm	3.0783083
11445	allows	3.4995475
11446	oval	3.1936512
11447	repairs	2.9045658
11448	beverages	3.5491743
11449	marketplace	3.1482835
11450	unnecessarily	2.606444
11451	mammals	3.082384
11452	semiconductors	2.998374
11453	79	2.9443014
11454	mountainpridemedia	3.030321
11455	rev	3.0395718
11456	midair	2.606444
11457	80	3.2162151
11458	hubris	2.606444
11459	neglected	2.606444
11460	going	2.6210995
11461	altered	2.7816896
11462	shimmered	3.3217077
11463	reliance	2.6072419
11464	trades	3.0192418
11465	colleges	2.8969
11466	finally	3.4140353
11467	given	3.0016398
11468	mongolia	3.0201573
11469	impeccability	3.18256
11470	draft	2.933929
11471	largo	3.1118777
11472	retailer	2.9564006
11473	delaware	2.9964302
11474	risen	2.62638
11475	crum	2.6184402
11476	styles	3.0743022
11477	prosper	3.4039097
11478	keno	3.3961565
11479	floated	2.964437
11480	staffer	2.645523
11481	810	2.9206524
11482	gigantic	2.6214027
11483	celsius	2.9318268
11484	achievement	3.9327734
11485	merits	3.1930394
11486	adirondacks	3.1370764
11487	houses	3.159926
11488	trimming	2.9623103
11489	slice	3.2221856
11490	crewmates	2.8119004
11491	scot	2.709073
11492	harrassment	2.606444
11493	tugs	3.0666256
11494	puzzle	3.1093752
11495	bastard	2.606444
11496	booing	2.606444
11497	refuges	2.6071165
11498	promising	3.2766511
11499	(+	3.030321
11500	anonymous	2.6066446
11501	fish	3.2437973
11502	translocation	3.0140533
11503	1906	2.950144
11504	fantastic	5.47254
11505	healthy	4.542416
11506	greenhouse	3.2747755
11507	regularly	3.0410767
11508	extinguish	2.6072721
11509	tout	3.7936492
11510	cove	3.1866975
11511	edition	3.2421165
11512	quasi	2.9346993
11513	volunteers	4.1658
11514	discussed	2.9559474
11515	elves	3.2294586
11516	bronzes	3.4470801
11517	accessories	3.2231593
11518	cockcroft	3.030321
11519	mao	2.9575171
11520	..	3.0779233
11521	numerous	3.0780013
11522	jointly	3.2858992
11523	lambeth	2.931108
11524	internetor	3.030321
11525	having	2.802708
11526	stocks	2.844044
11527	renewed	3.5356197
11528	wherever	3.7225375
11529	chuck	2.6832783
11530	motel	2.607009
11531	barbed	2.6068063
11532	sworn	2.626
11533	liqour	2.6073484
11534	d	2.9649434
11535	tiny	2.934443
11536	satire	2.628188
11537	centimeters	2.9621704
11538	performed	3.4312646
11539	unfamiliar	2.610272
11540	eastward	2.948696
11541	coverage	2.7124963
11542	raids	2.606444
11543	kidnapping	2.606444
11544	transferred	2.630403
11545	phoenix	3.0508351
11546	dates	3.0100152
11547	remarkably	3.5495355
11548	variations	3.0310974
11549	tricks	3.1931565
11550	hysteria	2.606444
11551	lie	2.606444
11552	gifts	4.189078
11553	pavement	2.6067626
11554	humored	3.2902255
11555	adequately	2.6066945
11556	advice	3.0489
11557	disassociated	2.606444
11558	rejection	2.606444
11559	flavor	3.6432781
11560	slain	2.606444
11561	excel	3.4746857
11562	silent	2.6078951
11563	boomboxes	3.047564
11564	petitions	2.6349218
11565	politicians	2.606444
11566	outfield	3.3520074
11567	eli	3.0200813
11568	callers	2.616938
11569	steeped	2.9606335
11570	233	2.9514897
11571	cargo	2.9166446
11572	skyscraper	2.6593728
11573	hawk	2.858806
11574	airlines	2.6261673
11575	solidifying	3.4291706
11576	nude	2.9837015
11577	processing	2.8774984
11578	bushwhacking	2.6065516
11579	consumption	2.9167523
11580	feng	3.2477353
11581	post	2.9232264
11582	knitting	3.5118704
11583	jersey	3.0300221
11584	lens	3.0926633
11585	halliburton	2.6096902
11586	stinking	2.606444
11587	hit	2.606444
11588	o	3.1380432
11589	alleged	2.606444
11590	applied	2.9559696
11591	bengie	3.030321
11592	obscenely	2.606444
11593	shoppers	3.4566517
11594	stabilization	3.0967076
11595	sentenced	2.606444
11596	prior	2.9007492
11597	duality	3.09185
11598	_and	3.030321
11599	turbojet	2.9941967
11600	ebayisapi	3.030321
11601	bobby	2.8819695
11602	cruising	3.9198732
11603	invisible	2.6889255
11604	stream	2.9882758
11605	blog	3.2452426
11606	rarely	2.635137
11607	file	2.785231
11608	babble	2.6066136
11609	abandonment	2.606444
11610	profit	2.8474598
11611	details	2.95144
11612	naive	2.6068263
11613	who	2.6643624
11614	stranded	2.606444
11615	plague	2.606444
11616	siege	2.606444
11617	shrubs	3.0421402
11618	binge	2.6066349
11619	tips	3.44669
11620	payers	2.9160492
11621	subscription	3.0324373
11622	commons	2.9915695
11623	banging	2.606444
11624	order	2.9973853
11625	shining	4.259731
11626	exhibit	3.187154
11627	reverberating	2.6067624
11628	championships	3.5757985
11629	boats	3.2372763
11630	client	3.0147905
11631	went	3.0195894
11632	genetically	2.98667
11633	notch	3.2744613
11634	malnutrition	2.606444
11635	956	3.034445
11636	dangerous	2.606444
11637	realized	2.8291912
11638	ismail	3.0397415
11639	pairs	3.6594706
11640	caters	3.432263
11641	hvac	2.9477885
11642	scope	2.9949443
11643	explosion	2.606444
11644	align	3.0375147
11645	choose	3.2208571
11646	govern	2.6363401
11647	sparks	3.0474126
11648	institute	2.9575505
11649	electricity	2.6227813
11650	pursuit	3.108969
11651	prosecute	2.606444
11652	snooty	2.6066628
11653	thinkin	2.8163004
11654	master	3.0643396
11655	marches	2.6428294
11656	regulators	2.6324053
11657	guest	3.6999495
11658	orb	2.8947406
11659	sonoma	3.171152
11660	limited	2.6271856
11661	zone	2.6741621
11662	theorists	2.6756911
11663	btw	3.1747737
11664	manifests	2.8273084
11665	contrasts	3.3721604
11666	understandably	2.606444
11667	alternatively	2.9110253
11668	comparison	2.8571036
11669	hing	2.710221
11670	generic	2.6279457
11671	debate	2.7813597
11672	488	2.9582362
11673	hazarded	2.6654685
11674	landscape	3.1427479
11675	revamped	3.6168065
11676	vast	2.6765628
11677	serving	3.2500777
11678	blowing	2.606444
11679	capitulation	2.606444
11680	surreal	3.0949018
11681	285	3.002603
11682	comps	3.103377
11683	miguel	3.1144466
11684	exerted	2.931329
11685	evidenced	2.9631975
11686	patterned	2.9938586
11687	astonishing	3.9270964
11688	injecting	2.6188407
11689	praya	3.0822594
11690	bothered	2.606444
11691	reserves	3.0681367
11692	well	3.5266488
11693	tenants	2.6141162
11694	severely	2.606444
11695	themed	3.5742924
11696	futuristic	3.2869956
11697	varieties	3.4581692
11698	campbell	2.8817704
11699	vietnam	2.9506395
11700	pesos	3.1681309
11701	sodomy	2.8854012
11702	stable	3.4549305
11703	wardrobe	3.1141944
11704	hopes	3.206613
11705	darted	2.9027557
11706	pragmatic	3.0873752
11707	behalf	2.687486
11708	uci	2.96932
11709	neologisms	2.9536204
11710	muscle	3.014665
11711	shelves	3.1866603
11712	corridors	2.7305694
11713	vagrants	2.606444
11714	gps	2.925979
11715	whoopi	3.0829434
11716	journeys	3.3537335
11717	scholarship	3.1506886
11718	anger	2.606444
11719	aladdin	3.7529685
11720	retain	3.0507386
11721	aims	3.0880368
11722	genre	3.1537876
11723	myth	2.6077151
11724	defined	2.9592223
11725	cuisine	4.1319714
11726	ct	2.989749
11727	mediocrity	2.606444
11728	accumulations	2.8666859
11729	moment	2.911229
11730	emulating	2.9923928
11731	shootings	2.606444
11732	gushes	4.2609553
11733	dropped	2.606444
11734	sully	2.606444
11735	discounted	2.9563076
11736	horror	2.606444
11737	noram	3.030321
11738	encrypting	2.613048
11739	indulgent	3.55871
11740	squeezed	2.7344747
11741	blurred	2.606444
11742	permanent	2.906771
11743	shocked	2.606444
11744	both	3.6807857
11745	contentious	2.6217012
11746	return	3.4224653
11747	revoke	2.61665
11748	roth	2.9705029
11749	malice	2.606444
11750	hiv	2.9180543
11751	investigating	2.6068633
11752	establishment	3.1129527
11753	oed	2.7294223
11754	floods	2.606444
11755	probing	2.747307
11756	condominium	3.0179179
11757	plug	3.017693
11758	imdb	3.0540895
11759	pioneering	3.979329
11760	stations	2.9334934
11761	impossibly	2.6140323
11762	crackdown	2.606444
11763	leftist	2.606444
11764	disagree	2.6071637
11765	recipes	4.0922117
11766	frankly	2.606444
11767	torpor	2.606444
11768	psychologists	2.9676464
11769	municipal	2.950134
11770	carriage	2.968743
11771	estefana	3.030321
11772	flair	3.7198558
11773	intensifies	2.606444
11774	baby	3.2870712
11775	divergent	2.9524934
11776	horrifying	2.606444
11777	populace	2.606444
11778	pascoe	3.030321
11779	example	3.0252323
11780	plight	2.606444
11781	emotions	2.6365736
11782	apart	2.858293
11783	gilt	3.0224102
11784	verde	3.383294
11785	tightened	2.606836
11786	parted	3.1051738
11787	unhappy	2.606444
11788	x	3.6179688
11789	unstable	2.606444
11790	echo	2.7919228
11791	tomb	2.6122403
11792	complete	3.2133374
11793	shattering	2.606444
11794	chord	3.0252573
11795	exhausted	2.606444
11796	pastry	3.2516086
11797	celebrity	3.4303312
11798	47	2.7633278
11799	labhart	3.030321
11800	dtv	2.919373
11801	tbr	3.033095
11802	armor	2.890873
11803	lifeline	2.6070273
11804	bleary	2.606444
11805	proteges	3.2147994
11806	2018	3.0912144
11807	composing	3.0685923
11808	leviathan	2.606444
11809	universalcard	3.030321
11810	finance	2.995158
11811	seats	3.1100433
11812	mubarak	2.812167
11813	fertilized	2.7508838
11814	infused	3.3718023
11815	regulated	2.8898065
11816	powell	3.0341902
11817	enter	3.1238923
11818	backlash	2.606444
11819	unprecedented	2.8036134
11820	brown	2.7056136
11821	capacity	3.0779047
11822	noticed	2.954989
11823	revising	2.8127313
11824	stomach	2.606444
11825	225	3.0456147
11826	notable	3.20294
11827	bounced	2.6235359
11828	forehead	2.6104364
11829	bio	3.0748417
11830	helsinki	3.238277
11831	resident	2.831723
11832	pentatonic	3.0956812
11833	grade	2.922477
11834	cleopatra	3.1298869
11835	``	3.030321
11836	collectivization	2.606444
11837	investigate	2.6248758
11838	remarkable	4.332413
11839	qualitatively	2.999794
11840	framework	3.080104
11841	regulatory	2.7978394
11842	cilantro	3.184239
11843	nod	3.7685962
11844	drifted	2.6101606
11845	declared	2.7864065
11846	hard	2.6502044
11847	usefulness	3.0407786
11848	superjumbo	3.0474887
11849	payout	2.9213724
11850	adjectives	3.2767596
11851	geared	3.1312823
11852	whisked	3.2038188
11853	1234	2.995809
11854	hungry	2.606474
11855	exist	2.6260855
11856	communism	2.6419058
11857	cleaning	3.0819354
11858	weaken	2.606444
11859	lanterns	3.424851
11860	desk	2.9198976
11861	175	3.0953095
11862	reasoned	2.79804
11863	decision	2.8619635
11864	affidavit	2.6222496
11865	largely	2.6206691
11866	realms	2.99533
11867	handling	2.617794
11868	risks	2.6170106
11869	dancers	3.5725594
11870	burn	2.606444
11871	troupes	3.2011437
11872	leans	2.8841596
11873	hired	2.6720366
11874	9467	3.10215
11875	sure	3.4095051
11876	cease	2.606444
11877	inconvenient	2.606444
11878	assuming	2.901571
11879	span	2.9846146
11880	reinforces	3.476563
11881	livingstone	3.0802817
11882	squat	2.7264626
11883	nfl	2.7651758
11884	commodores	3.3396475
11885	11787	3.0533948
11886	homestyle	4.5952034
11887	viewitem	3.030321
11888	elaborate	2.9155362
11889	hangers	2.8503866
11890	drain	2.606444
11891	casting	2.8804204
11892	grapes	3.033562
11893	wetlands	3.2052789
11894	mui	3.3221736
11895	gnarled	2.6066387
11896	imperiled	2.606444
11897	walking	3.115821
11898	trails	3.3796308
11899	letter	2.8018398
11900	labeled	2.6123815
11901	turkeys	3.1647844
11902	assumption	2.809784
11903	apologized	2.606444
11904	immediately	2.6774256
11905	countryside	3.4384866
11906	sink	2.606911
11907	aghast	2.606444
11908	displaying	3.0071647
11909	hunters	2.607975
11910	consumers	2.8117476
11911	distributed	3.0108352
11912	start	3.0573044
11913	values	3.0758739
11914	establish	3.0221622
11915	schafer	3.2294083
11916	salad	3.7684355
11917	mounting	2.6065893
11918	octavius	2.9710174
11919	reference	2.9590232
11920	underneath	2.9053712
11921	sort	2.8988123
11922	demilitarized	2.9117417
11923	publishers	2.6452613
11924	believing	2.8006253
11925	retrievers	3.8472362
11926	weekend	3.7712402
11927	music	3.586124
11928	greenleaf	2.9605675
11929	1850	2.7313454
11930	roadblock	2.607926
11931	report	2.6215427
11932	concentrating	2.6102948
11933	compliment	4.54416
11934	murdoch	2.6262786
11935	date	3.0071187
11936	enacted	2.9339921
11937	haze	2.606444
11938	sap	2.624845
11939	dagger	2.608524
11940	subdivided	2.8849802
11941	illusion	2.6069715
11942	bored	2.606444
11943	rust	2.6297245
11944	oh	3.1831083
11945	chronicled	2.82207
11946	realistic	3.1069322
11947	spun	2.6290596
11948	geese	3.0934367
11949	enjoy	4.999867
11950	pulled	2.6299403
11951	tend	2.6200333
11952	testament	3.8067207
11953	prohibited	2.6444705
11954	linked	2.8886971
11955	deshong	3.030321
11956	waterfalls	4.2036076
11957	folded	3.0218647
11958	withstand	2.6239948
11959	thibodeau	3.038784
11960	el	2.984894
11961	goodbye	2.9922788
11962	representative	2.8259904
11963	sovereignty	2.613806
11964	61	2.9181871
11965	law	2.780883
11966	someone	2.6118832
11967	tsui	3.2225332
11968	sarah	3.225046
11969	weirdness	2.8440511
11970	sensation	3.266881
11971	.;	3.030321
11972	cruisers	3.3243268
11973	identifies	2.9510996
11974	drifts	2.6067493
11975	donor	3.2330656
11976	fight	2.6072257
11977	tame	2.9639177
11978	elisa	3.3735147
11979	commission	2.8813007
11980	permitted	2.926181
11981	atom	2.8331697
11982	confuzzled	2.606444
11983	addiction	2.9289804
11984	reckless	2.606444
11985	official	2.7349238
11986	bullets	2.606444
11987	substantially	2.891519
11988	haunches	3.0526564
11989	caramel	3.3271306
11990	participant	3.059082
11991	plays	3.4907372
11992	apiece	3.0020347
11993	backed	3.0703356
11994	sands	2.7115588
11995	honor	3.8883696
11996	rests	2.7427878
11997	valid	2.7188554
11998	outraged	2.606444
11999	regrets	2.606444
12000	peters	2.8665435
12001	compass	2.960135
12002	kickoff	3.4171016
12003	frightened	2.606444
12004	f_name	3.030321
12005	violation	2.606444
12006	decay	2.6064854
12007	fetching	3.2938528
12008	vermont	3.1017573
12009	intel	2.6274328
12010	charming	4.5063667
12011	cafés	3.7839882
12012	feisty	3.8644214
12013	anybody	2.619713
12014	negation	2.6073256
12015	difficult	2.6080236
12016	seabass	3.504778
12017	stirs	2.6076543
12018	drop	2.6094491
12019	tingled	3.4778895
12020	backyard	3.5041285
12021	ladder	2.9611957
12022	pins	3.1031473
12023	shapes	3.1831675
12024	adolescence	2.9647024
12025	thematically	2.856821
12026	communicating	2.9617093
12027	odyssey	3.0834649
12028	volleyball	3.6861136
12029	habitation	2.932735
12030	allah	2.949593
12031	chatter	2.667421
12032	laxness	2.606444
12033	12	2.970975
12034	simone	3.204482
12035	fashion	3.02657
12036	clients	3.7375865
12037	gritty	2.9875526
12038	serbia	2.7988257
12039	prayed	2.9319947
12040	classiscm	3.030321
12041	lakes	3.1899605
12042	unrepressed	3.330357
12043	did	2.9751563
12044	couple	3.7886233
12045	clues	2.91806
12046	972	3.0449271
12047	ll	3.6077971
12048	meat	2.7469873
12049	peking	3.0417266
12050	mcgrath	2.7745924
12051	ojai	3.271554
12052	dolphins	4.0378222
12053	hydrocarbons	2.9840279
12054	our	3.651857
12055	cod	2.8451707
12056	hats	3.2953181
12057	kate	3.3143184
12058	receptor	2.996193
12059	workout	3.42895
12060	agree	2.8349607
12061	analogies	2.6212227
12062	pricing	3.001451
12063	simulacra	2.6066687
12064	starke	2.7084193
12065	peanut	3.1098294
12066	misrepresentation	2.606444
12067	reinterpreting	3.0392408
12068	1958	3.1107833
12069	bergh	2.9950104
12070	upsides	3.766079
12071	zombies	2.606444
12072	pursue	2.9740448
12073	directory	3.1043696
12074	poop	2.8421524
12075	links	2.9426622
12076	seals	3.3014374
12077	scripture	3.0038664
12078	nope	2.6253488
12079	sensations	3.227738
12080	athlete	3.1797054
12081	village	3.2167485
12082	frivolity	2.633635
12083	plain	2.6828406
12084	reductions	2.9728725
12085	palestinians	2.606444
12086	meetings	2.9765787
12087	peer	3.03103
12088	bulged	2.6546357
12089	emergency	2.6072419
12090	premier	3.493111
12091	sead	2.6841583
12092	crueler	2.606444
12093	”…	3.030321
12094	assess	3.0040371
12095	parole	2.716925
12096	dazzling	4.477824
12097	singing	4.0147643
12098	subtleties	2.9720478
12099	particularly	2.8068168
12100	conspiracies	2.606444
12101	extravaganza	3.6091206
12102	webcast	3.1263618
12103	hailed	4.6809793
12104	appliances	3.1474838
12105	controversy	2.6066465
12106	marshall	2.9957507
12107	brigham	3.1433964
12108	regulation	2.8319907
12109	series	3.0791667
12110	conversely	2.624398
12111	wwf	2.9547977
12112	expanding	3.4707382
12113	looks	3.4969463
12114	sorry	2.606444
12115	greylock	3.030321
12116	logic	2.6197343
12117	tara	3.242259
12118	fall	2.6110504
12119	cooperated	3.808279
12120	psych	2.625715
12121	adjacent	3.0994587
12122	empire	2.7173073
12123	upwards	2.9620237
12124	cementing	3.5191119
12125	tours	3.7557878
12126	mainly	2.7539697
12127	fortuitous	3.9872167
12128	talks	2.9380891
12129	podium	3.2418056
12130	intoxicating	4.1843643
12131	cityname	2.9819453
12132	emotion	2.7134402
12133	nervously	2.6472697
12134	twins	3.528897
12135	bombs	2.606444
12136	gregory	2.99923
12137	pagodas	3.5255754
12138	vory	2.7062707
12139	york	3.0504398
12140	landing	3.2860663
12141	offering	3.677601
12142	assumes	2.6565933
12143	rat	2.606444
12144	sorbet	3.845615
12145	brothers	3.1077046
12146	diluted	2.606444
12147	passage	3.0254712
12148	diplomatic	2.9543006
12149	junks	2.9444792
12150	tote	3.3135543
12151	affirmed	3.6695368
12152	average	2.6782944
12153	wtih	3.2052867
12154	migrating	2.6692173
12155	raves	3.9689198
12156	conversion	3.0199409
12157	reeks	2.606444
12158	yorkville	2.932835
12159	6378471	3.030321
12160	length	2.9598994
12161	boy	3.1445355
12162	asheville	3.3107796
12163	medications	2.8784356
12164	sprint	2.9956203
12165	educate	3.1278508
12166	unparalled	4.484629
12167	rather	2.6139612
12168	reproduces	2.8809457
12169	united	3.2711437
12170	rediscovery	4.23228
12171	embedded	2.960416
12172	femininity	3.352927
12173	fought	2.6145709
12174	writes	2.782063
12175	sophomore	3.142376
12176	units	2.881907
12177	baptist	2.8273394
12178	gone	2.6065578
12179	mattered	2.6749709
12180	violent	2.606444
12181	demanding	2.6068425
12182	hoes	2.606444
12183	absently	2.736062
12184	young	3.471767
12185	chapters	2.9606614
12186	clown	2.606444
12187	gamino	3.030321
12188	students	3.2577481
12189	flash	2.746478
12190	subdivision	2.9258661
12191	03	3.1901977
12192	purging	2.606444
12193	oregan	3.161263
12194	287	3.0260997
12195	unfairly	2.606444
12196	scott	3.055466
12197	ejected	2.606444
12198	outlets	2.6721063
12199	strong	3.7752738
12200	skimming	2.6177466
12201	falls	2.6068113
12202	port	3.06562
12203	enhanced	3.9547446
12204	sky	3.3085198
12205	capitol	2.8418167
12206	nearby	2.9235826
12207	lol	2.75439
12208	wanted	3.0614052
12209	duplicitous	2.606444
12210	imprecise	2.606444
12211	privileges	2.8868265
12212	perceive	2.6838539
12213	personnel	2.670088
12214	reclamation	3.0207777
12215	marjolaine	3.3542166
12216	longstanding	3.1883152
12217	polar	2.9993107
12218	softball	3.4677932
12219	rupp	2.9785266
12220	chilling	2.606444
12221	artesian	3.4068446
12222	georgetown	3.0003128
12223	hold	2.83829
12224	officially	2.7853935
12225	activation	3.0599778
12226	justifications	2.606444
12227	flowed	3.6187284
12228	psychiatric	2.6065521
12229	newton	3.0608895
12230	gen	2.9742684
12231	nor	2.606444
12232	controller	2.7295532
12233	1792	2.8350286
12234	r400	2.9717522
12235	oz	3.1184754
12236	narratives	2.8152874
12237	juxtaposition	3.3644314
12238	heated	2.6192384
12239	reacted	2.606444
12240	restrictions	2.619594
12241	philippines	3.0627956
12242	shoulder	2.6182806
12243	archetypes	3.0508459
12244	spewed	2.606444
12245	macabre	2.606444
12246	heartbroken	2.606444
12247	bloodthirsty	2.606444
12248	ownership	3.0791082
12249	fitness	3.4962165
12250	basement	2.6068852
12251	building	3.12721
12252	quoted	2.8196454
12253	interested	3.1243312
12254	frown	2.606444
12255	repetitive	2.606444
12256	11743	3.5408921
12257	weighs	2.8163185
12258	sentient	2.6082518
12259	2661	3.0058727
12260	assured	3.5416486
12261	mosque	2.6573882
12262	drying	2.8500278
12263	towards	3.0486069
12264	bread	3.134588
12265	berezhnaya	3.030321
12266	viewing	3.1502337
12267	50083541	3.030321
12268	unites	3.8095484
12269	schlickeisen	3.030321
12270	ascent	3.0322027
12271	stricter	2.629395
12272	vandy	3.1360977
12273	monies	2.8175998
12274	skull	2.606444
12275	impoverished	2.606444
12276	painted	2.8606768
12277	detectors	3.013312
12278	1960s	3.0211587
12279	venue	3.615552
12280	dispute	2.606444
12281	managed	3.241302
12282	review	3.1918828
12283	drome	3.1610591
12284	unconvinced	2.6197784
12285	lots	4.2438827
12286	experiences	3.398857
12287	possibility	2.9866934
12288	slide	2.912197
12289	trips	3.5728595
12290	herring	2.8544378
12291	crap	2.606444
12292	juice	3.0996256
12293	principally	2.8684826
12294	maylasia	3.030321
12295	auctions	3.431746
12296	massive	2.6067295
12297	thing	2.730943
12298	market	3.115406
12299	ribbed	3.1752107
12300	financed	3.1395416
12301	crash	2.606444
12302	300	3.335056
12303	us	3.4120026
12304	1933	2.9795516
12305	aug	2.9933639
12306	murders	2.606444
12307	roosevelt	2.7548993
12308	hilton	3.0226078
12309	matters	2.6950152
12310	stories	3.446779
12311	internal	2.8289049
12312	shown	2.9637017
12313	bowed	2.691844
12314	pastor	2.6749983
12315	moresuccesful	3.030321
12316	wonderful	5.6905613
12317	literary	3.3409197
12318	marrow	2.606444
12319	demonstrating	3.5402012
12320	disregard	2.606444
12321	militant	2.606444
12322	sexually	2.6296144
12323	purge	2.606444
12324	encapsulating	3.5410953
12325	plans	2.888867
12326	stewart	3.0102675
12327	liberals	2.606444
12328	dominated	2.613436
12329	truck	2.6250486
12330	95	3.0810344
12331	homer	2.9414706
12332	associated	2.9393988
12333	thursday	3.139471
12334	silverplate	3.3603568
12335	farther	2.6843064
12336	tin	3.304515
12337	highlands	3.1930008
12338	drafted	2.8961337
12339	delicious	4.827985
12340	drawn	2.9507499
12341	paterson	2.7828445
12342	dd	3.1265683
12343	nearest	2.7195735
12344	shrinking	2.606444
12345	pine	2.7957547
12346	arrangement	3.3304563
12347	camera	3.00826
12348	gravity	2.8257694
12349	levels	2.984754
12350	charity	3.7188525
12351	bene	3.5208223
12352	humanoid	2.8601825
12353	remote	2.746702
12354	gourmets	4.2148194
12355	traps	2.606444
12356	slush	2.6316035
12357	zhenhai	3.030321
12358	collopy	3.030321
12359	telecommute	3.2883866
12360	muse	3.2729895
12361	enlai	3.030321
12362	divisions	2.643937
12363	comfortably	3.376795
12364	tactile	3.731789
12365	grill	3.1979368
12366	dll	2.959144
12367	bump	2.6891503
12368	prompts	2.838637
12369	slip	2.673946
12370	engineers	3.0943365
12371	oxfam	3.383711
12372	heisman	2.9055753
12373	32	2.8840687
12374	committed	3.0432665
12375	stomp	2.606444
12376	newcomer	3.3257446
12377	an	3.1769655
12378	reentry	2.8515642
12379	mccoy	2.9332435
12380	adelaide	3.063855
12381	rmb	3.018336
12382	paella	3.791688
12383	store	3.13627
12384	havarti	3.4972935
12385	influences	3.054265
12386	beast	2.606825
12387	promenades	3.8300934
12388	roundtable	3.1034708
12389	custard	3.122203
12390	search	2.9843235
12391	1920s	3.1084485
12392	t	2.6128225
12393	92nd	3.255087
12394	foodies	4.405237
12395	4343	2.9326699
12396	manipulation	2.617369
12397	freedoms	2.7598042
12398	cities	2.8339505
12399	taipans	2.9300487
12400	border	2.724469
12401	blamed	2.606444
12402	terrorists	2.606444
12403	buzz	4.026225
12404	leather	3.0734174
12405	retained	3.0318973
12406	reputation	2.6948109
12407	folio	3.0290873
12408	laborer	2.616313
12409	woks	3.433555
12410	koreas	2.7266033
12411	fledged	3.3104613
12412	napped	3.3804314
12413	mcguigan	2.976399
12414	corporation	2.6248589
12415	pleasurable	4.601776
12416	reemerging	3.0562859
12417	""""	3.1325812
12418	worth	3.510651
12419	been	2.8678384
12420	reunion	3.7330723
12421	porcelains	3.2851784
12422	muslim	2.6077404
12423	jaw	2.650262
12424	humpback	3.270218
12425	mission	3.2680619
12426	decorated	3.6850762
12427	negative	2.617254
12428	openness	4.0812
12429	meanwhile	2.6642163
12430	youtube	2.9137325
12431	feud	2.606444
12432	bacalhao	3.030321
12433	scrubs	3.0475843
12434	africa	2.977116
12435	deluxe	3.450376
12436	tolerant	3.1853197
12437	grasping	2.6065428
12438	learning	3.5352108
12439	epitome	3.8868656
12440	devised	2.9493272
12441	yuan	3.1810448
12442	retail	3.0284932
12443	bred	2.9320424
12444	clustered	2.9532788
12445	begged	2.6069493
12446	yrs	3.0470672
12447	accept	2.639378
12448	ins	2.8898177
12449	league	2.7427757
12450	bonfire	2.7752147
12451	workshops	3.6728349
12452	royal	3.168688
12453	prices	3.0152366
12454	sexuality	3.0377738
12455	finer	3.0203152
12456	172	2.960595
12457	unbridled	3.1457965
12458	overhead	2.681572
12459	purse	3.0251312
12460	tiniest	3.0036488
12461	discounts	3.4044104
12462	,	3.0057752
12463	complicity	2.606444
12464	arranging	3.5076547
12465	savin	3.6306417
12466	thunder	2.606645
12467	matter	2.6206412
12468	booths	3.586685
12469	professionals	3.4209332
12470	symbol	3.1934042
12471	pulling	2.6289225
12472	frowned	2.606444
12473	bureaucratic	2.606444
12474	acted	2.6655111
12475	impropriety	2.676009
12476	nestmates	2.6115253
12477	hashtags	2.63261
12478	insects	2.9337993
12479	ranks	3.0251763
12480	bombardment	2.606444
12481	castletown	3.030321
12482	mangroves	3.0735655
12483	speeches	3.0588174
12484	pickup	3.1692462
12485	""","	3.030321
12486	tot	3.187457
12487	catskills	3.2277293
12488	kindness	4.637678
12489	gledhill	3.030321
12490	1907	2.957352
12491	savor	4.3763046
12492	18	2.867393
12493	navarrette	3.030321
12494	lowest	2.6851387
12495	70	3.1110387
12496	scrolls	2.9790714
12497	tempting	3.2107716
12498	scheme	2.9290247
12499	1991	3.0675588
12500	wiped	2.606444
12501	english	2.928317
12502	inauguration	3.0984085
12503	bastion	2.9125693
12504	aftershock	2.606444
12505	northcoast	2.8476129
12506	statistical	2.7470388
12507	draw	2.990394
12508	options	3.1301434
12509	trials	2.9689035
12510	melua	3.030321
12511	characterizes	2.872617
12512	fun	4.911009
12513	song	3.4815953
12514	seat	3.0047488
12515	proposal	2.9930058
12516	dorthy	3.1057158
12517	passion	4.0087433
